#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,107,-1,1.305,s
01.00,100,108,0,1.332,s
02.00,100,112,1,1.346,s
03.00,100,115,3,1.271,s
04.00,100,119,6,1.198,s
05.00,100,123,7,1.166,s
06.00,100,127,8,1.160,s
07.00,100,117,11,1.172,s
08.00,100,109,12,1.177,s
09.00,100,101,13,1.104,s
10.00,100,89,13,1.042,s
11.00,100,80,11,1.000,s
12.00,100,72,11,1.000,s
13.00,100,68,10,1.000,s
14.00,100,63,8,1.000,s
15.00,100,68,6,1.008,s
16.00,100,72,5,1.034,s
17.00,100,73,3,1.048,s
18.00,100,72,2,1.069,s
19.00,100,69,2,1.106,s
20.00,100,63,0,1.097,s
21.00,100,56,4,1.115,s
22.00,100,61,6,1.106,s
23.00,100,65,8,1.127,s
24.00,100,69,3,1.105,s
25.00,100,70,1,1.161,s
26.00,100,70,2,1.183,s
27.00,100,67,-1,1.224,s
28.00,100,67,-5,1.273,s
29.00,100,69,-9,1.200,s
30.00,100,74,-11,1.141,s
31.00,100,63,-14,1.097,s
32.00,100,67,-18,1.018,s
33.00,100,71,-22,1.000,s
34.00,100,72,-25,1.000,s
35.00,100,77,-28,1.016,s
36.00,100,78,-32,1.013,s
37.00,100,76,-35,1.017,s
38.00,100,73,-39,1.053,s
39.00,100,75,-41,1.083,s
40.00,100,78,-42,1.125,s
41.00,100,81,-41,1.169,s
42.00,100,80,-40,1.206,s
43.00,100,92,-38,1.215,s
44.00,100,99,-36,1.247,s
45.00,100,104,-34,1.283,s
46.00,100,107,-29,1.319,s
47.00,100,108,-25,1.398,s
48.00,100,105,-20,1.352,s
49.00,100,102,-17,1.276,s
50.00,100,101,-15,1.251,s
51.00,100,101,-13,1.211,s
52.00,100,113,-13,1.163,s
53.00,100,119,-12,1.118,s
54.00,100,121,-12,1.121,s
55.00,100,133,-11,1.110,s
56.00,100,145,-9,1.145,s
57.00,100,155,-6,1.142,s
58.00,100,165,-2,1.153,s
59.00,100,159,2,1.157,s
60.00,100,151,7,1.176,s
61.00,100,141,12,1.129,s
62.00,100,145,12,1.083,s
63.00,100,144,13,1.056,s
64.00,100,147,13,1.000,s
65.00,100,147,11,1.000,s
66.00,100,149,12,1.000,s
67.00,100,153,13,1.000,s
68.00,100,156,15,1.000,s
69.00,100,156,16,1.000,s
70.00,100,153,21,1.000,s
71.00,100,151,24,1.000,s
72.00,100,153,26,1.003,s
73.00,100,155,28,1.006,s
74.00,100,159,31,1.033,s
75.00,100,162,31,1.044,s
76.00,100,161,31,1.072,s
77.00,100,149,26,1.119,s
78.00,100,141,22,1.162,s
79.00,100,139,18,1.194,s
80.00,100,140,19,1.254,s
81.00,100,143,24,1.271,s
82.00,100,143,28,1.248,s
83.00,100,141,30,1.192,s
84.00,100,135,30,1.178,s
85.00,100,127,26,1.149,s
86.00,100,124,23,1.152,s
87.00,100,135,20,1.199,s
88.00,100,143,17,1.229,s
89.00,100,146,12,1.283,s
90.00,100,152,8,1.337,s
91.00,100,146,4,1.394,s
92.00,100,144,1,1.460,s
93.00,100,143,-2,1.532,s
94.00,100,146,-3,1.576,s
95.00,100,148,-5,1.574,s
96.00,100,148,-7,1.562,s
97.00,100,149,-12,1.570,s
98.00,100,157,-16,1.588,s
99.00,100,161,-19,1.578,s
100.00,100,165,-20,1.533,s
