#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,90,-13,2.531,s
01.00,100,92,-14,2.495,s
02.00,100,95,-14,2.574,s
03.00,100,97,-13,2.653,s
04.00,100,100,-13,2.732,s
05.00,100,103,-11,2.811,s
06.00,100,105,-11,2.822,s
07.00,100,108,-12,2.864,s
08.00,100,110,-13,2.867,s
09.00,100,113,-9,2.850,s
10.00,100,116,-4,2.865,s
11.00,100,118,-2,2.944,s
12.00,100,121,-1,3.000,s
13.00,100,124,-2,3.000,s
14.00,100,127,-3,3.000,s
15.00,100,129,-5,3.000,s
16.00,100,132,-7,3.000,s
17.00,100,135,-8,3.000,s
18.00,100,137,-6,3.000,s
19.00,100,140,-6,2.921,s
20.00,100,143,-7,2.842,s
21.00,100,145,-7,2.840,s
22.00,100,148,-7,2.800,s
23.00,100,151,-8,2.724,s
24.00,100,154,-7,2.645,s
25.00,100,156,-6,2.592,s
26.00,100,159,-8,2.618,s
27.00,100,162,-8,2.621,s
28.00,100,164,-9,2.635,s
29.00,100,167,-9,2.637,s
30.00,100,170,-9,2.614,s
31.00,100,173,-10,2.558,s
32.00,100,175,-12,2.539,s
33.00,100,178,-13,2.507,s
34.00,100,181,-13,2.581,s
35.00,100,183,-13,2.539,s
36.00,100,186,-8,2.487,s
37.00,100,189,-5,2.453,s
38.00,100,192,-3,2.437,s
39.00,100,194,-2,2.449,s
40.00,100,197,-1,2.526,s
41.00,100,200,2,2.573,s
42.00,100,202,3,2.624,s
43.00,100,205,4,2.635,s
44.00,100,208,3,2.714,s
45.00,100,211,4,2.749,s
46.00,100,213,3,2.750,s
47.00,100,216,3,2.714,s
48.00,100,219,4,2.672,s
49.00,100,221,5,2.620,s
50.00,100,224,5,2.600,s
51.00,100,227,5,2.549,s
52.00,100,230,4,2.510,s
53.00,100,232,7,2.501,s
54.00,100,235,7,2.473,s
55.00,100,238,8,2.513,s
56.00,100,241,4,2.568,s
57.00,100,243,1,2.647,s
58.00,100,246,-2,2.678,s
59.00,100,249,-4,2.731,s
60.00,100,251,-7,2.773,s
61.00,100,254,-9,2.841,s
62.00,100,257,-11,2.867,s
63.00,100,260,-12,2.861,s
64.00,100,262,-13,2.826,s
65.00,100,265,-13,2.836,s
66.00,100,268,-14,2.915,s
67.00,100,270,-16,2.994,s
68.00,100,273,-17,3.000,s
69.00,100,276,-16,3.000,s
70.00,100,279,-16,2.973,s
71.00,100,281,-15,2.942,s
72.00,100,284,-14,2.940,s
73.00,100,287,-14,2.917,s
74.00,100,289,-12,2.898,s
75.00,100,292,-11,2.852,s
76.00,100,295,-11,2.843,s
77.00,100,298,-11,2.829,s
78.00,100,300,-11,2.810,s
79.00,100,303,-11,2.813,s
80.00,100,306,-10,2.832,s
81.00,100,308,-7,2.809,s
82.00,100,311,-6,2.753,s
83.00,100,314,-6,2.681,s
84.00,100,317,-4,2.602,s
85.00,100,319,-3,2.550,s
86.00,100,322,-3,2.510,s
87.00,100,325,-1,2.470,s
88.00,100,327,1,2.444,s
89.00,100,330,1,2.411,s
90.00,100,333,-1,2.398,s
91.00,100,336,-6,2.419,s
92.00,100,338,-8,2.472,s
93.00,100,341,-11,2.551,s
94.00,100,344,-13,2.609,s
95.00,100,346,-9,2.670,s
96.00,100,349,-10,2.715,s
97.00,100,352,-10,2.773,s
98.00,100,355,-6,2.802,s
99.00,100,357,-9,2.796,s
100.00,100,360,-11,2.752,s
