#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
0,100,-63.435,0.000,2.236,s
5,100,-58.570,0.000,2.110,s
10,100,-53.130,0.000,2.000,s
15,100,-47.121,0.000,1.910,s
20,100,-40.601,0.000,1.844,s
25,100,-33.690,0.000,1.803,s
30,100,-26.565,0.000,1.789,s
35,100,-19.440,0.000,1.803,s
40,100,-12.529,0.000,1.844,s
45,100,-6.009,0.000,1.910,s
50,100,0.000,0.000,2.000,s
55,100,6.009,0.000,1.910,s
60,100,12.529,0.000,1.844,s
65,100,19.440,0.000,1.803,s
70,100,26.565,0.000,1.789,s
75,100,33.690,0.000,1.803,s
80,100,40.601,0.000,1.844,s
85,100,47.121,0.000,1.910,s
90,100,53.130,0.000,2.000,s
95,100,58.570,0.000,2.110,s
100,100,63.435,0.000,2.236,s
