#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,270,0,1.968,s
01.00,100,272,1,1.959,s
02.00,100,275,1,1.949,s
03.00,100,277,1,1.932,s
04.00,100,279,3,1.882,s
05.00,100,281,5,1.831,s
06.00,100,283,6,1.760,s
07.00,100,285,5,1.713,s
08.00,100,287,4,1.692,s
09.00,100,289,1,1.676,s
10.00,100,291,0,1.721,s
11.00,100,292,-1,1.678,s
12.00,100,294,-3,1.675,s
13.00,100,296,-6,1.640,s
14.00,100,298,-9,1.593,s
15.00,100,300,-12,1.514,s
16.00,100,302,-16,1.475,s
17.00,100,303,-19,1.433,s
18.00,100,305,-21,1.421,s
19.00,100,307,-26,1.449,s
20.00,100,309,-31,1.429,s
21.00,100,310,-35,1.449,s
22.00,100,312,-38,1.440,s
23.00,100,314,-42,1.400,s
24.00,100,316,-44,1.390,s
25.00,100,317,-45,1.311,s
26.00,100,319,-45,1.249,s
27.00,100,321,-45,1.185,s
28.00,100,323,-45,1.168,s
29.00,100,325,-45,1.172,s
30.00,100,326,-45,1.172,s
31.00,100,328,-45,1.136,s
32.00,100,330,-45,1.133,s
33.00,100,332,-40,1.128,s
34.00,100,333,-37,1.128,s
35.00,100,335,-34,1.207,s
36.00,100,337,-33,1.245,s
37.00,100,339,-31,1.246,s
38.00,100,340,-30,1.211,s
39.00,100,342,-30,1.163,s
40.00,100,344,-29,1.139,s
41.00,100,346,-30,1.134,s
42.00,100,348,-30,1.158,s
43.00,100,349,-28,1.211,s
44.00,100,351,-27,1.287,s
45.00,100,353,-27,1.316,s
46.00,100,355,-28,1.328,s
47.00,100,356,-27,1.351,s
48.00,100,358,-25,1.381,s
49.00,100,360,-28,1.460,s
50.00,100,362,-30,1.539,s
51.00,100,363,-32,1.600,s
52.00,100,365,-33,1.643,s
53.00,100,367,-33,1.669,s
54.00,100,369,-33,1.705,s
55.00,100,371,-33,1.742,s
56.00,100,372,-36,1.744,s
57.00,100,374,-39,1.778,s
58.00,100,376,-42,1.811,s
59.00,100,378,-43,1.821,s
60.00,100,379,-45,1.768,s
61.00,100,381,-45,1.689,s
62.00,100,383,-42,1.610,s
63.00,100,385,-43,1.531,s
64.00,100,386,-45,1.452,s
65.00,100,388,-45,1.373,s
66.00,100,390,-45,1.301,s
67.00,100,392,-45,1.222,s
68.00,100,393,-45,1.143,s
69.00,100,395,-45,1.064,s
70.00,100,397,-45,1.000,s
71.00,100,399,-42,1.000,s
72.00,100,401,-41,1.000,s
73.00,100,402,-40,1.000,s
74.00,100,404,-41,1.000,s
75.00,100,406,-40,1.000,s
76.00,100,408,-39,1.000,s
77.00,100,409,-38,1.000,s
78.00,100,411,-41,1.000,s
79.00,100,413,-44,1.000,s
80.00,100,415,-45,1.000,s
81.00,100,416,-45,1.000,s
82.00,100,418,-44,1.000,s
83.00,100,420,-45,1.000,s
84.00,100,422,-45,1.000,s
85.00,100,424,-45,1.011,s
86.00,100,425,-45,1.041,s
87.00,100,427,-45,1.046,s
88.00,100,429,-45,1.000,s
89.00,100,431,-45,1.017,s
90.00,100,432,-45,1.030,s
91.00,100,434,-45,1.074,s
92.00,100,436,-45,1.142,s
93.00,100,438,-44,1.221,s
94.00,100,439,-45,1.281,s
95.00,100,441,-41,1.321,s
96.00,100,443,-37,1.380,s
97.00,100,445,-33,1.395,s
98.00,100,446,-28,1.406,s
99.00,100,448,-23,1.371,s
100.00,100,450,-21,1.344,s
