#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,162,-10,2.852,s
01.00,100,164,-10,2.807,s
02.00,100,168,-9,2.795,s
03.00,100,174,-13,2.816,s
04.00,100,173,-15,2.829,s
05.00,100,179,-18,2.852,s
06.00,100,186,-21,2.846,s
07.00,100,192,-23,2.858,s
08.00,100,195,-23,2.889,s
09.00,100,200,-24,2.968,s
10.00,100,191,-26,3.000,s
11.00,100,188,-29,3.000,s
12.00,100,186,-31,3.000,s
13.00,100,188,-31,3.000,s
14.00,100,200,-31,3.000,s
15.00,100,207,-32,2.980,s
16.00,100,217,-33,2.958,s
17.00,100,222,-34,2.926,s
18.00,100,234,-36,2.926,s
19.00,100,242,-38,2.937,s
20.00,100,246,-39,2.927,s
21.00,100,246,-39,2.907,s
22.00,100,249,-39,2.828,s
23.00,100,249,-40,2.749,s
24.00,100,248,-45,2.719,s
25.00,100,240,-45,2.677,s
26.00,100,237,-45,2.610,s
27.00,100,233,-45,2.536,s
28.00,100,227,-45,2.496,s
29.00,100,219,-45,2.487,s
30.00,100,209,-45,2.543,s
31.00,100,204,-45,2.597,s
32.00,100,198,-45,2.654,s
33.00,100,196,-45,2.718,s
34.00,100,184,-45,2.761,s
35.00,100,175,-45,2.777,s
36.00,100,171,-42,2.782,s
37.00,100,171,-39,2.810,s
38.00,100,180,-37,2.835,s
39.00,100,190,-35,2.875,s
40.00,100,202,-39,2.930,s
41.00,100,213,-41,2.998,s
42.00,100,218,-42,3.000,s
43.00,100,221,-45,3.000,s
44.00,100,219,-45,2.952,s
45.00,100,221,-45,2.953,s
46.00,100,225,-45,2.974,s
47.00,100,228,-45,3.000,s
48.00,100,229,-45,2.964,s
49.00,100,234,-45,2.970,s
50.00,100,236,-42,3.000,s
51.00,100,245,-38,3.000,s
52.00,100,257,-36,3.000,s
53.00,100,265,-34,3.000,s
54.00,100,269,-31,2.942,s
55.00,100,281,-27,3.000,s
56.00,100,292,-23,3.000,s
57.00,100,304,-20,3.000,s
58.00,100,312,-15,2.979,s
59.00,100,312,-13,2.976,s
60.00,100,309,-8,2.950,s
61.00,100,304,-5,2.912,s
62.00,100,292,-1,2.877,s
63.00,100,282,1,2.850,s
64.00,100,271,3,2.797,s
65.00,100,264,5,2.749,s
66.00,100,254,6,2.683,s
67.00,100,245,5,2.626,s
68.00,100,234,5,2.575,s
69.00,100,226,4,2.496,s
70.00,100,218,4,2.448,s
71.00,100,210,-1,2.402,s
72.00,100,203,-3,2.326,s
73.00,100,200,-6,2.321,s
74.00,100,199,-8,2.343,s
75.00,100,198,-8,2.281,s
76.00,100,200,-7,2.250,s
77.00,100,198,-7,2.200,s
78.00,100,210,-8,2.192,s
79.00,100,221,-9,2.147,s
80.00,100,233,-10,2.120,s
81.00,100,241,-9,2.151,s
82.00,100,243,-8,2.230,s
83.00,100,244,-3,2.309,s
84.00,100,244,2,2.365,s
85.00,100,244,6,2.376,s
86.00,100,254,10,2.381,s
87.00,100,255,12,2.455,s
88.00,100,253,14,2.534,s
89.00,100,252,16,2.586,s
90.00,100,240,15,2.536,s
91.00,100,238,16,2.460,s
92.00,100,236,17,2.410,s
93.00,100,235,19,2.372,s
94.00,100,238,21,2.372,s
95.00,100,241,21,2.394,s
96.00,100,245,23,2.381,s
97.00,100,245,25,2.385,s
98.00,100,245,26,2.364,s
99.00,100,247,26,2.385,s
100.00,100,249,26,2.419,s
