#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,90,-1,1.509,s
01.00,100,93,-6,1.464,s
02.00,100,95,-11,1.385,s
03.00,100,98,-14,1.331,s
04.00,100,101,-16,1.306,s
05.00,100,103,-13,1.254,s
06.00,100,106,-10,1.217,s
07.00,100,109,-7,1.163,s
08.00,100,111,-5,1.106,s
09.00,100,114,-3,1.027,s
10.00,100,117,-2,1.004,s
11.00,100,120,-6,1.049,s
12.00,100,122,-10,1.052,s
13.00,100,125,-13,1.075,s
14.00,100,128,-13,1.065,s
15.00,100,130,-12,1.088,s
16.00,100,133,-12,1.124,s
17.00,100,136,-13,1.203,s
18.00,100,138,-14,1.282,s
19.00,100,141,-13,1.311,s
20.00,100,144,-13,1.306,s
21.00,100,147,-14,1.227,s
22.00,100,149,-13,1.148,s
23.00,100,152,-14,1.069,s
24.00,100,155,-15,1.000,s
25.00,100,157,-15,1.000,s
26.00,100,160,-14,1.000,s
27.00,100,163,-14,1.000,s
28.00,100,165,-19,1.000,s
29.00,100,168,-22,1.014,s
30.00,100,171,-22,1.019,s
31.00,100,174,-22,1.098,s
32.00,100,176,-21,1.131,s
33.00,100,179,-20,1.184,s
34.00,100,182,-20,1.199,s
35.00,100,184,-19,1.230,s
36.00,100,187,-20,1.233,s
37.00,100,190,-19,1.237,s
38.00,100,192,-17,1.229,s
39.00,100,195,-16,1.233,s
40.00,100,198,-19,1.216,s
41.00,100,201,-21,1.238,s
42.00,100,203,-17,1.242,s
43.00,100,206,-13,1.238,s
44.00,100,209,-9,1.198,s
45.00,100,211,-6,1.179,s
46.00,100,214,-3,1.164,s
47.00,100,217,-1,1.161,s
48.00,100,219,2,1.150,s
49.00,100,222,5,1.125,s
50.00,100,225,1,1.083,s
51.00,100,228,-1,1.017,s
52.00,100,230,-3,1.000,s
53.00,100,233,-4,1.000,s
54.00,100,236,0,1.000,s
55.00,100,238,4,1.000,s
56.00,100,241,6,1.000,s
57.00,100,244,10,1.068,s
58.00,100,247,14,1.004,s
59.00,100,249,17,1.000,s
60.00,100,252,19,1.000,s
61.00,100,255,22,1.000,s
62.00,100,257,24,1.000,s
63.00,100,260,24,1.000,s
64.00,100,263,25,1.000,s
65.00,100,265,26,1.026,s
66.00,100,268,23,1.061,s
67.00,100,271,19,1.122,s
68.00,100,274,14,1.118,s
69.00,100,276,9,1.120,s
70.00,100,279,5,1.107,s
71.00,100,282,2,1.120,s
72.00,100,284,-2,1.118,s
73.00,100,287,-5,1.110,s
74.00,100,290,-9,1.084,s
75.00,100,292,-13,1.054,s
76.00,100,295,-16,1.038,s
77.00,100,298,-20,1.048,s
78.00,100,301,-22,1.000,s
79.00,100,303,-25,1.000,s
80.00,100,306,-30,1.000,s
81.00,100,309,-35,1.000,s
82.00,100,311,-39,1.000,s
83.00,100,314,-44,1.015,s
84.00,100,317,-45,1.065,s
85.00,100,319,-45,1.126,s
86.00,100,322,-41,1.136,s
87.00,100,325,-37,1.144,s
88.00,100,328,-32,1.180,s
89.00,100,330,-29,1.166,s
90.00,100,333,-25,1.150,s
91.00,100,336,-22,1.111,s
92.00,100,338,-19,1.032,s
93.00,100,341,-17,1.000,s
94.00,100,344,-14,1.000,s
95.00,100,346,-10,1.064,s
96.00,100,349,-5,1.052,s
97.00,100,352,0,1.011,s
98.00,100,355,4,1.000,s
99.00,100,357,9,1.000,s
100.00,100,360,12,1.014,s
