#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,254,11,2.087,s
01.00,100,245,13,2.054,s
02.00,100,237,14,2.014,s
03.00,100,239,14,2.089,s
04.00,100,242,16,2.168,s
05.00,100,248,17,2.244,s
06.00,100,259,19,2.308,s
07.00,100,271,18,2.351,s
08.00,100,281,18,2.397,s
09.00,100,291,18,2.450,s
10.00,100,299,18,2.454,s
11.00,100,306,13,2.451,s
12.00,100,318,10,2.427,s
13.00,100,329,5,2.421,s
14.00,100,338,0,2.451,s
15.00,100,342,-5,2.497,s
16.00,100,345,-9,2.560,s
17.00,100,333,-12,2.639,s
18.00,100,325,-13,2.718,s
19.00,100,323,-12,2.748,s
20.00,100,318,-12,2.776,s
21.00,100,311,-10,2.783,s
22.00,100,305,-7,2.803,s
23.00,100,301,-6,2.839,s
24.00,100,297,-2,2.854,s
25.00,100,291,3,2.933,s
26.00,100,290,8,2.989,s
27.00,100,302,13,3.000,s
28.00,100,312,17,3.000,s
29.00,100,317,22,3.000,s
30.00,100,319,23,3.000,s
31.00,100,316,23,3.000,s
32.00,100,318,23,2.983,s
33.00,100,306,23,2.937,s
34.00,100,300,19,2.883,s
35.00,100,298,14,2.838,s
36.00,100,309,11,2.770,s
37.00,100,320,13,2.691,s
38.00,100,332,13,2.657,s
39.00,100,344,15,2.578,s
40.00,100,351,16,2.532,s
41.00,100,357,17,2.465,s
42.00,100,362,20,2.396,s
43.00,100,364,25,2.317,s
44.00,100,368,27,2.238,s
45.00,100,370,30,2.175,s
46.00,100,374,32,2.123,s
47.00,100,380,33,2.074,s
48.00,100,373,35,2.051,s
49.00,100,371,36,2.011,s
50.00,100,366,36,2.003,s
51.00,100,362,35,1.965,s
52.00,100,358,33,2.004,s
53.00,100,352,31,2.014,s
54.00,100,347,29,1.951,s
55.00,100,342,26,1.906,s
56.00,100,334,24,1.882,s
57.00,100,329,22,1.927,s
58.00,100,325,19,1.950,s
59.00,100,321,19,1.979,s
60.00,100,317,20,1.958,s
61.00,100,313,21,1.925,s
62.00,100,315,21,1.883,s
63.00,100,313,25,1.868,s
64.00,100,313,29,1.845,s
65.00,100,314,33,1.861,s
66.00,100,315,36,1.782,s
67.00,100,313,40,1.715,s
68.00,100,310,44,1.695,s
69.00,100,304,45,1.750,s
70.00,100,292,45,1.829,s
71.00,100,280,45,1.775,s
72.00,100,273,45,1.730,s
73.00,100,267,45,1.690,s
74.00,100,265,45,1.675,s
75.00,100,262,44,1.648,s
76.00,100,262,42,1.601,s
77.00,100,259,39,1.578,s
78.00,100,260,38,1.584,s
79.00,100,261,37,1.625,s
80.00,100,262,32,1.662,s
81.00,100,265,34,1.705,s
82.00,100,272,36,1.758,s
83.00,100,268,31,1.837,s
84.00,100,265,29,1.909,s
85.00,100,260,28,1.983,s
86.00,100,257,27,2.062,s
87.00,100,253,27,2.141,s
88.00,100,247,27,2.182,s
89.00,100,235,27,2.214,s
90.00,100,228,29,2.246,s
91.00,100,225,31,2.325,s
92.00,100,218,34,2.274,s
93.00,100,215,38,2.255,s
94.00,100,213,41,2.263,s
95.00,100,210,43,2.184,s
96.00,100,209,45,2.135,s
97.00,100,205,45,2.116,s
98.00,100,200,45,2.103,s
99.00,100,193,45,2.095,s
100.00,100,181,45,2.105,s
