#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,95,21,1.883,s
01.00,100,77,28,1.882,s
02.00,100,60,34,1.896,s
03.00,100,44,40,1.891,s
04.00,100,29,45,1.877,s
05.00,100,16,45,1.865,s
06.00,100,5,45,1.844,s
07.00,100,-3,45,1.820,s
08.00,100,-9,45,1.815,s
09.00,100,-12,45,1.820,s
10.00,100,-11,45,1.829,s
11.00,100,-8,45,1.824,s
12.00,100,-2,45,1.806,s
13.00,100,6,45,1.800,s
14.00,100,17,45,1.781,s
15.00,100,29,45,1.779,s
16.00,100,44,45,1.770,s
17.00,100,59,45,1.743,s
18.00,100,75,45,1.702,s
19.00,100,92,45,1.679,s
20.00,100,108,39,1.669,s
21.00,100,124,33,1.661,s
22.00,100,138,27,1.653,s
23.00,100,152,20,1.657,s
24.00,100,163,13,1.658,s
25.00,100,173,6,1.662,s
26.00,100,180,-1,1.661,s
27.00,100,186,-8,1.652,s
28.00,100,189,-15,1.629,s
29.00,100,189,-21,1.589,s
30.00,100,188,-27,1.538,s
31.00,100,184,-33,1.472,s
32.00,100,178,-38,1.425,s
33.00,100,171,-43,1.372,s
34.00,100,163,-45,1.307,s
35.00,100,153,-45,1.230,s
36.00,100,143,-45,1.139,s
37.00,100,132,-45,1.059,s
38.00,100,121,-45,1.000,s
39.00,100,111,-45,1.000,s
40.00,100,101,-45,1.000,s
41.00,100,92,-45,1.000,s
42.00,100,85,-45,1.000,s
43.00,100,79,-45,1.000,s
44.00,100,74,-45,1.000,s
45.00,100,71,-45,1.000,s
46.00,100,69,-43,1.000,s
47.00,100,70,-40,1.000,s
48.00,100,71,-35,1.000,s
49.00,100,75,-31,1.000,s
50.00,100,79,-27,1.000,s
51.00,100,85,-22,1.000,s
52.00,100,92,-18,1.000,s
53.00,100,99,-13,1.000,s
54.00,100,107,-9,1.000,s
55.00,100,115,-5,1.000,s
56.00,100,123,-1,1.000,s
57.00,100,130,3,1.000,s
58.00,100,137,6,1.000,s
59.00,100,144,9,1.000,s
60.00,100,149,11,1.000,s
61.00,100,153,14,1.000,s
62.00,100,156,15,1.000,s
63.00,100,158,17,1.000,s
64.00,100,159,17,1.000,s
65.00,100,159,18,1.000,s
66.00,100,157,18,1.000,s
67.00,100,155,18,1.000,s
68.00,100,151,18,1.000,s
69.00,100,147,17,1.000,s
70.00,100,142,16,1.000,s
71.00,100,137,15,1.000,s
72.00,100,131,14,1.000,s
73.00,100,126,13,1.000,s
74.00,100,120,12,1.008,s
75.00,100,115,10,1.014,s
76.00,100,110,9,1.022,s
77.00,100,105,8,1.030,s
78.00,100,101,8,1.021,s
79.00,100,97,7,1.006,s
80.00,100,94,7,1.006,s
81.00,100,92,6,1.003,s
82.00,100,90,6,1.007,s
83.00,100,88,7,1.025,s
84.00,100,88,7,1.037,s
85.00,100,87,8,1.061,s
86.00,100,87,9,1.067,s
87.00,100,87,10,1.066,s
88.00,100,87,11,1.074,s
89.00,100,87,12,1.079,s
90.00,100,87,14,1.080,s
91.00,100,87,15,1.072,s
92.00,100,86,16,1.059,s
93.00,100,86,18,1.056,s
94.00,100,85,19,1.072,s
95.00,100,84,19,1.092,s
96.00,100,82,20,1.101,s
97.00,100,81,20,1.115,s
98.00,100,79,21,1.142,s
99.00,100,78,20,1.156,s
100.00,100,76,20,1.180,s
