#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,331,39,1.427,s
01.00,100,335,38,1.437,s
02.00,100,339,35,1.437,s
03.00,100,343,32,1.423,s
04.00,100,346,29,1.395,s
05.00,100,349,25,1.361,s
06.00,100,351,20,1.327,s
07.00,100,353,15,1.279,s
08.00,100,354,10,1.245,s
09.00,100,354,4,1.209,s
10.00,100,354,-1,1.159,s
11.00,100,352,-7,1.116,s
12.00,100,350,-13,1.075,s
13.00,100,347,-18,1.039,s
14.00,100,344,-23,1.007,s
15.00,100,339,-27,1.000,s
16.00,100,335,-31,1.000,s
17.00,100,329,-34,1.000,s
18.00,100,324,-36,1.000,s
19.00,100,318,-38,1.000,s
20.00,100,313,-39,1.015,s
21.00,100,307,-38,1.022,s
22.00,100,301,-37,1.030,s
23.00,100,296,-35,1.050,s
24.00,100,292,-32,1.055,s
25.00,100,288,-29,1.076,s
26.00,100,284,-24,1.103,s
27.00,100,282,-19,1.130,s
28.00,100,280,-13,1.150,s
29.00,100,279,-7,1.160,s
30.00,100,280,0,1.166,s
31.00,100,281,7,1.164,s
32.00,100,283,15,1.145,s
33.00,100,286,22,1.124,s
34.00,100,290,29,1.093,s
35.00,100,295,36,1.069,s
36.00,100,300,43,1.059,s
37.00,100,306,45,1.065,s
38.00,100,312,45,1.068,s
39.00,100,319,45,1.077,s
40.00,100,326,45,1.083,s
41.00,100,333,45,1.085,s
42.00,100,339,45,1.099,s
43.00,100,345,45,1.127,s
44.00,100,351,45,1.138,s
45.00,100,356,45,1.132,s
46.00,100,361,45,1.122,s
47.00,100,364,45,1.115,s
48.00,100,367,45,1.101,s
49.00,100,368,45,1.079,s
50.00,100,368,45,1.075,s
51.00,100,368,45,1.072,s
52.00,100,366,44,1.065,s
53.00,100,363,37,1.070,s
54.00,100,360,30,1.071,s
55.00,100,355,24,1.085,s
56.00,100,350,17,1.083,s
57.00,100,343,10,1.097,s
58.00,100,337,3,1.122,s
59.00,100,330,-3,1.139,s
60.00,100,323,-9,1.170,s
61.00,100,315,-14,1.211,s
62.00,100,308,-18,1.236,s
63.00,100,301,-22,1.249,s
64.00,100,295,-25,1.253,s
65.00,100,289,-28,1.263,s
66.00,100,284,-29,1.275,s
67.00,100,280,-30,1.282,s
68.00,100,276,-29,1.295,s
69.00,100,274,-29,1.310,s
70.00,100,273,-27,1.327,s
71.00,100,273,-24,1.354,s
72.00,100,274,-21,1.377,s
73.00,100,276,-18,1.407,s
74.00,100,279,-14,1.429,s
75.00,100,283,-10,1.452,s
76.00,100,288,-5,1.463,s
77.00,100,294,-1,1.485,s
78.00,100,300,4,1.511,s
79.00,100,307,9,1.549,s
80.00,100,314,13,1.569,s
81.00,100,321,17,1.597,s
82.00,100,328,21,1.642,s
83.00,100,335,24,1.698,s
84.00,100,342,27,1.769,s
85.00,100,348,29,1.820,s
86.00,100,353,30,1.863,s
87.00,100,358,31,1.894,s
88.00,100,362,31,1.941,s
89.00,100,365,31,2.004,s
90.00,100,366,30,2.047,s
91.00,100,367,28,2.102,s
92.00,100,367,26,2.155,s
93.00,100,366,24,2.203,s
94.00,100,363,21,2.241,s
95.00,100,360,18,2.267,s
96.00,100,356,15,2.306,s
97.00,100,351,11,2.340,s
98.00,100,346,8,2.374,s
99.00,100,340,5,2.388,s
100.00,100,333,2,2.409,s
