#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
0,100,-116.565,0.000,2.236,s
5,100,-121.430,0.000,2.110,s
10,100,-126.870,0.000,2.000,s
15,100,-132.879,0.000,1.910,s
20,100,-139.399,0.000,1.844,s
25,100,-146.310,0.000,1.803,s
30,100,-153.435,0.000,1.789,s
35,100,-160.560,0.000,1.803,s
40,100,-167.471,0.000,1.844,s
45,100,-173.991,0.000,1.910,s
50,100,180.000,0.000,2.000,s
55,100,173.991,0.000,1.910,s
60,100,167.471,0.000,1.844,s
65,100,160.560,0.000,1.803,s
70,100,153.435,0.000,1.789,s
75,100,146.310,0.000,1.803,s
80,100,139.399,0.000,1.844,s
85,100,132.879,0.000,1.910,s
90,100,126.870,0.000,2.000,s
95,100,121.430,0.000,2.110,s
100,100,116.565,0.000,2.236,s
