#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
0.000000,100,0,0,5.000000,s
5.000000,100,0,1,4.801000,s
10.000000,100,0,2,4.602000,s
15.000000,100,0,3,4.406000,s
20.000000,100,0,4,4.211000,s
25.000000,100,0,5,4.018000,s
30.000000,100,0,7,3.827000,s
35.000000,100,0,8,3.638000,s
40.000000,100,0,10,3.453000,s
45.000000,100,0,12,3.270000,s
50.000000,100,0,14,3.092000,s
55.000000,100,0,16,2.919000,s
60.000000,100,0,19,2.751000,s
65.000000,100,0,22,2.590000,s
70.000000,100,0,26,2.438000,s
75.000000,100,0,29,2.295000,s
80.000000,100,0,34,2.163000,s
85.000000,100,0,39,2.046000,s
90.000000,100,0,44,1.945000,s
95.000000,100,0,45,1.863000,s
