#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,169,1,2.030,s
01.00,100,175,2,2.047,s
02.00,100,174,3,2.053,s
03.00,100,169,0,2.006,s
04.00,100,167,-1,1.964,s
05.00,100,164,-4,1.960,s
06.00,100,166,-6,1.960,s
07.00,100,166,-7,1.983,s
08.00,100,164,-9,1.981,s
09.00,100,170,-10,1.965,s
10.00,100,173,-10,1.918,s
11.00,100,174,-11,1.915,s
12.00,100,171,-11,1.930,s
13.00,100,170,-14,1.971,s
14.00,100,171,-12,1.995,s
15.00,100,175,-12,2.042,s
16.00,100,178,-11,2.047,s
17.00,100,185,-11,2.059,s
18.00,100,188,-11,2.012,s
19.00,100,192,-11,1.969,s
20.00,100,199,-8,1.970,s
21.00,100,203,-5,1.973,s
22.00,100,203,-4,1.959,s
23.00,100,207,-4,1.941,s
24.00,100,210,-3,1.904,s
25.00,100,203,-1,1.951,s
26.00,100,196,-1,1.968,s
27.00,100,194,0,1.938,s
28.00,100,192,-1,1.915,s
29.00,100,195,1,1.915,s
30.00,100,196,-2,1.890,s
31.00,100,200,-4,1.867,s
32.00,100,203,-7,1.886,s
33.00,100,203,-8,1.890,s
34.00,100,210,-11,1.911,s
35.00,100,212,-13,1.928,s
36.00,100,219,-11,1.958,s
37.00,100,221,-12,1.984,s
38.00,100,228,-9,2.031,s
39.00,100,235,-9,1.998,s
40.00,100,237,-6,1.952,s
41.00,100,232,-8,1.921,s
42.00,100,225,-9,1.918,s
43.00,100,222,-8,1.961,s
44.00,100,220,-10,1.960,s
45.00,100,220,-13,1.913,s
46.00,100,221,-14,1.879,s
47.00,100,223,-13,1.832,s
48.00,100,228,-13,1.785,s
49.00,100,230,-13,1.779,s
50.00,100,229,-14,1.763,s
51.00,100,222,-15,1.768,s
52.00,100,219,-17,1.748,s
53.00,100,217,-20,1.727,s
54.00,100,215,-20,1.689,s
55.00,100,208,-20,1.684,s
56.00,100,201,-23,1.703,s
57.00,100,206,-25,1.702,s
58.00,100,204,-26,1.749,s
59.00,100,201,-24,1.713,s
60.00,100,199,-24,1.740,s
61.00,100,195,-24,1.745,s
62.00,100,194,-25,1.743,s
63.00,100,189,-26,1.722,s
64.00,100,191,-26,1.694,s
65.00,100,191,-26,1.703,s
66.00,100,188,-25,1.706,s
67.00,100,185,-24,1.730,s
68.00,100,192,-25,1.683,s
69.00,100,196,-25,1.657,s
70.00,100,195,-24,1.610,s
71.00,100,202,-26,1.570,s
72.00,100,205,-27,1.523,s
73.00,100,204,-28,1.517,s
74.00,100,209,-28,1.564,s
75.00,100,216,-27,1.519,s
76.00,100,218,-24,1.472,s
77.00,100,218,-25,1.503,s
78.00,100,225,-28,1.505,s
79.00,100,228,-28,1.552,s
80.00,100,226,-28,1.595,s
81.00,100,226,-31,1.597,s
82.00,100,229,-33,1.590,s
83.00,100,226,-33,1.605,s
84.00,100,223,-34,1.631,s
85.00,100,226,-35,1.635,s
86.00,100,224,-37,1.588,s
87.00,100,225,-37,1.609,s
88.00,100,226,-40,1.562,s
89.00,100,225,-41,1.534,s
90.00,100,218,-43,1.504,s
91.00,100,220,-43,1.509,s
92.00,100,222,-42,1.525,s
93.00,100,223,-41,1.526,s
94.00,100,223,-38,1.551,s
95.00,100,223,-36,1.546,s
96.00,100,228,-34,1.568,s
97.00,100,230,-34,1.615,s
98.00,100,227,-36,1.662,s
99.00,100,224,-38,1.709,s
100.00,100,224,-36,1.748,s
