#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,180,-19,1.568,s
01.00,100,180,-19,1.586,s
02.00,100,181,-20,1.611,s
03.00,100,181,-21,1.604,s
04.00,100,182,-22,1.586,s
05.00,100,183,-23,1.599,s
06.00,100,185,-24,1.591,s
07.00,100,186,-23,1.570,s
08.00,100,188,-22,1.517,s
09.00,100,189,-22,1.473,s
10.00,100,191,-21,1.428,s
11.00,100,193,-22,1.420,s
12.00,100,194,-24,1.341,s
13.00,100,196,-26,1.395,s
14.00,100,198,-28,1.400,s
15.00,100,200,-31,1.439,s
16.00,100,202,-33,1.436,s
17.00,100,203,-33,1.406,s
18.00,100,205,-33,1.393,s
19.00,100,207,-33,1.350,s
20.00,100,209,-32,1.311,s
21.00,100,211,-32,1.244,s
22.00,100,213,-31,1.222,s
23.00,100,215,-29,1.194,s
24.00,100,217,-31,1.212,s
25.00,100,218,-32,1.234,s
26.00,100,220,-33,1.159,s
27.00,100,222,-33,1.084,s
28.00,100,224,-33,1.041,s
29.00,100,226,-32,1.107,s
30.00,100,228,-35,1.134,s
31.00,100,230,-37,1.192,s
32.00,100,232,-38,1.251,s
33.00,100,233,-38,1.183,s
34.00,100,235,-38,1.113,s
35.00,100,237,-36,1.100,s
36.00,100,239,-33,1.115,s
37.00,100,241,-31,1.073,s
38.00,100,243,-29,1.000,s
39.00,100,245,-26,1.000,s
40.00,100,247,-25,1.000,s
41.00,100,249,-23,1.000,s
42.00,100,250,-21,1.000,s
43.00,100,252,-18,1.000,s
44.00,100,254,-15,1.000,s
45.00,100,256,-15,1.019,s
46.00,100,258,-14,1.049,s
47.00,100,260,-14,1.069,s
48.00,100,262,-16,1.065,s
49.00,100,264,-11,1.061,s
50.00,100,266,-6,1.021,s
51.00,100,267,-3,1.000,s
52.00,100,269,-1,1.000,s
53.00,100,271,2,1.000,s
54.00,100,273,5,1.000,s
55.00,100,275,6,1.000,s
56.00,100,277,8,1.000,s
57.00,100,279,11,1.015,s
58.00,100,281,16,1.031,s
59.00,100,283,18,1.081,s
60.00,100,284,19,1.121,s
61.00,100,286,21,1.138,s
62.00,100,288,20,1.152,s
63.00,100,290,20,1.132,s
64.00,100,292,19,1.117,s
65.00,100,294,18,1.135,s
66.00,100,296,21,1.141,s
67.00,100,298,21,1.150,s
68.00,100,300,19,1.185,s
69.00,100,301,23,1.182,s
70.00,100,303,25,1.155,s
71.00,100,305,27,1.126,s
72.00,100,307,27,1.085,s
73.00,100,309,27,1.031,s
74.00,100,311,26,1.000,s
75.00,100,313,25,1.000,s
76.00,100,315,23,1.000,s
77.00,100,317,24,1.000,s
78.00,100,318,25,1.000,s
79.00,100,320,29,1.000,s
80.00,100,322,32,1.000,s
81.00,100,324,33,1.000,s
82.00,100,326,34,1.000,s
83.00,100,328,34,1.000,s
84.00,100,330,34,1.000,s
85.00,100,332,34,1.000,s
86.00,100,334,39,1.000,s
87.00,100,335,44,1.000,s
88.00,100,337,45,1.000,s
89.00,100,339,45,1.000,s
90.00,100,341,45,1.000,s
91.00,100,343,45,1.000,s
92.00,100,345,45,1.000,s
93.00,100,347,45,1.000,s
94.00,100,349,45,1.000,s
95.00,100,351,45,1.000,s
96.00,100,352,45,1.023,s
97.00,100,354,45,1.079,s
98.00,100,356,45,1.152,s
99.00,100,358,45,1.182,s
100.00,100,360,45,1.182,s
