#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
0,100,-153.435,0.000,2.236,s
5,100,-148.570,0.000,2.110,s
10,100,-143.130,0.000,2.000,s
15,100,-137.121,0.000,1.910,s
20,100,-130.601,0.000,1.844,s
25,100,-123.690,0.000,1.803,s
30,100,-116.565,0.000,1.789,s
35,100,-109.440,0.000,1.803,s
40,100,-102.529,0.000,1.844,s
45,100,-96.009,0.000,1.910,s
50,100,-90.000,0.000,2.000,s
55,100,-83.991,0.000,1.910,s
60,100,-77.471,0.000,1.844,s
65,100,-70.560,0.000,1.803,s
70,100,-63.435,0.000,1.789,s
75,100,-56.310,0.000,1.803,s
80,100,-49.399,0.000,1.844,s
85,100,-42.879,0.000,1.910,s
90,100,-36.870,0.000,2.000,s
95,100,-31.430,0.000,2.110,s
100,100,-26.565,0.000,2.236,s
