#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,270,9,1.905,s
01.00,100,270,7,1.950,s
02.00,100,271,2,1.922,s
03.00,100,272,-2,1.881,s
04.00,100,273,-5,1.922,s
05.00,100,274,-8,1.944,s
06.00,100,276,-11,1.996,s
07.00,100,277,-16,1.936,s
08.00,100,279,-20,1.883,s
09.00,100,280,-25,1.939,s
10.00,100,282,-27,2.002,s
11.00,100,284,-28,2.039,s
12.00,100,285,-24,2.040,s
13.00,100,287,-19,2.015,s
14.00,100,289,-14,2.044,s
15.00,100,291,-10,2.038,s
16.00,100,293,-7,2.058,s
17.00,100,294,-4,2.038,s
18.00,100,296,-1,2.011,s
19.00,100,298,3,2.012,s
20.00,100,300,7,1.981,s
21.00,100,302,9,1.953,s
22.00,100,304,11,1.957,s
23.00,100,306,12,1.941,s
24.00,100,307,12,1.915,s
25.00,100,309,12,1.902,s
26.00,100,311,14,1.823,s
27.00,100,313,14,1.744,s
28.00,100,315,16,1.707,s
29.00,100,317,18,1.641,s
30.00,100,319,20,1.594,s
31.00,100,321,23,1.520,s
32.00,100,322,26,1.553,s
33.00,100,324,26,1.603,s
34.00,100,326,30,1.663,s
35.00,100,328,34,1.718,s
36.00,100,330,37,1.772,s
37.00,100,332,40,1.823,s
38.00,100,334,42,1.879,s
39.00,100,336,44,1.955,s
40.00,100,337,45,2.000,s
41.00,100,339,45,2.036,s
42.00,100,341,44,2.039,s
43.00,100,343,44,2.046,s
44.00,100,345,44,2.087,s
45.00,100,347,45,2.159,s
46.00,100,349,45,2.225,s
47.00,100,351,42,2.304,s
48.00,100,352,40,2.348,s
49.00,100,354,40,2.400,s
50.00,100,356,41,2.403,s
51.00,100,358,44,2.416,s
52.00,100,360,45,2.484,s
53.00,100,362,45,2.523,s
54.00,100,364,45,2.532,s
55.00,100,366,45,2.456,s
56.00,100,367,45,2.466,s
57.00,100,369,42,2.472,s
58.00,100,371,38,2.487,s
59.00,100,373,37,2.478,s
60.00,100,375,35,2.459,s
61.00,100,377,34,2.441,s
62.00,100,379,34,2.362,s
63.00,100,381,35,2.283,s
64.00,100,382,38,2.217,s
65.00,100,384,39,2.168,s
66.00,100,386,39,2.102,s
67.00,100,388,38,2.051,s
68.00,100,390,37,2.037,s
69.00,100,392,35,2.038,s
70.00,100,394,33,2.021,s
71.00,100,396,31,2.007,s
72.00,100,397,28,2.011,s
73.00,100,399,27,2.035,s
74.00,100,401,25,2.092,s
75.00,100,403,24,2.158,s
76.00,100,405,23,2.226,s
77.00,100,407,28,2.163,s
78.00,100,409,31,2.117,s
79.00,100,411,29,2.097,s
80.00,100,412,26,2.051,s
81.00,100,414,24,2.045,s
82.00,100,416,21,2.072,s
83.00,100,418,19,2.012,s
84.00,100,420,21,1.996,s
85.00,100,422,26,2.020,s
86.00,100,424,30,2.013,s
87.00,100,426,28,1.979,s
88.00,100,427,32,1.900,s
89.00,100,429,37,1.821,s
90.00,100,431,41,1.781,s
91.00,100,433,40,1.750,s
92.00,100,435,40,1.750,s
93.00,100,437,39,1.824,s
94.00,100,439,39,1.903,s
95.00,100,441,40,1.868,s
96.00,100,442,40,1.789,s
97.00,100,444,41,1.710,s
98.00,100,446,42,1.735,s
99.00,100,448,45,1.794,s
100.00,100,450,45,1.859,s
