#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,103,21,1.785,s
01.00,100,97,18,1.762,s
02.00,100,93,15,1.757,s
03.00,100,89,10,1.760,s
04.00,100,87,5,1.769,s
05.00,100,87,0,1.775,s
06.00,100,87,-6,1.775,s
07.00,100,90,-11,1.756,s
08.00,100,93,-18,1.740,s
09.00,100,97,-24,1.732,s
10.00,100,103,-30,1.724,s
11.00,100,110,-36,1.728,s
12.00,100,117,-41,1.736,s
13.00,100,125,-45,1.760,s
14.00,100,134,-45,1.793,s
15.00,100,144,-45,1.823,s
16.00,100,153,-45,1.847,s
17.00,100,163,-45,1.883,s
18.00,100,172,-45,1.934,s
19.00,100,181,-45,1.999,s
20.00,100,189,-45,2.052,s
21.00,100,197,-45,2.087,s
22.00,100,204,-45,2.128,s
23.00,100,210,-45,2.153,s
24.00,100,216,-45,2.172,s
25.00,100,219,-45,2.205,s
26.00,100,222,-45,2.232,s
27.00,100,223,-39,2.244,s
28.00,100,224,-32,2.257,s
29.00,100,222,-25,2.284,s
30.00,100,220,-17,2.307,s
31.00,100,216,-9,2.333,s
32.00,100,211,0,2.372,s
33.00,100,205,9,2.402,s
34.00,100,199,18,2.413,s
35.00,100,191,26,2.437,s
36.00,100,183,35,2.449,s
37.00,100,174,43,2.462,s
38.00,100,165,45,2.469,s
39.00,100,156,45,2.491,s
40.00,100,147,45,2.523,s
41.00,100,138,45,2.545,s
42.00,100,129,45,2.571,s
43.00,100,121,45,2.585,s
44.00,100,114,45,2.582,s
45.00,100,108,45,2.587,s
46.00,100,102,45,2.595,s
47.00,100,98,45,2.597,s
48.00,100,95,45,2.582,s
49.00,100,93,45,2.552,s
50.00,100,92,45,2.516,s
51.00,100,92,45,2.464,s
52.00,100,94,45,2.402,s
53.00,100,97,45,2.343,s
54.00,100,101,41,2.270,s
55.00,100,106,32,2.195,s
56.00,100,112,23,2.135,s
57.00,100,119,13,2.075,s
58.00,100,127,2,2.006,s
59.00,100,135,-8,1.923,s
60.00,100,143,-19,1.844,s
61.00,100,152,-29,1.763,s
62.00,100,161,-40,1.698,s
63.00,100,170,-45,1.624,s
64.00,100,178,-45,1.537,s
65.00,100,186,-45,1.442,s
66.00,100,193,-45,1.348,s
67.00,100,200,-45,1.262,s
68.00,100,206,-45,1.189,s
69.00,100,210,-45,1.125,s
70.00,100,214,-45,1.078,s
71.00,100,217,-45,1.047,s
72.00,100,218,-45,1.000,s
73.00,100,218,-45,1.000,s
74.00,100,217,-45,1.000,s
75.00,100,215,-45,1.000,s
76.00,100,212,-45,1.000,s
77.00,100,207,-45,1.008,s
78.00,100,202,-45,1.001,s
79.00,100,196,-45,1.000,s
80.00,100,189,-45,1.000,s
81.00,100,181,-45,1.000,s
82.00,100,173,-45,1.000,s
83.00,100,165,-40,1.000,s
84.00,100,157,-30,1.001,s
85.00,100,148,-20,1.000,s
86.00,100,140,-9,1.002,s
87.00,100,132,1,1.011,s
88.00,100,125,12,1.009,s
89.00,100,118,22,1.000,s
90.00,100,112,31,1.007,s
91.00,100,107,40,1.013,s
92.00,100,103,45,1.014,s
93.00,100,100,45,1.000,s
94.00,100,98,45,1.000,s
95.00,100,97,45,1.000,s
96.00,100,98,45,1.000,s
97.00,100,99,45,1.000,s
98.00,100,102,45,1.001,s
99.00,100,106,45,1.000,s
100.00,100,110,45,1.000,s
