#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,141,21,1.818,s
01.00,100,133,24,1.809,s
02.00,100,125,26,1.811,s
03.00,100,118,28,1.822,s
04.00,100,112,29,1.837,s
05.00,100,108,29,1.860,s
06.00,100,104,28,1.863,s
07.00,100,102,27,1.851,s
08.00,100,101,25,1.827,s
09.00,100,101,23,1.805,s
10.00,100,102,20,1.778,s
11.00,100,104,17,1.753,s
12.00,100,106,14,1.743,s
13.00,100,110,10,1.738,s
14.00,100,114,7,1.748,s
15.00,100,118,4,1.759,s
16.00,100,122,2,1.783,s
17.00,100,127,-1,1.814,s
18.00,100,131,-2,1.828,s
19.00,100,135,-4,1.834,s
20.00,100,139,-5,1.825,s
21.00,100,142,-5,1.826,s
22.00,100,145,-5,1.826,s
23.00,100,147,-4,1.819,s
24.00,100,148,-3,1.811,s
25.00,100,149,-2,1.820,s
26.00,100,149,0,1.842,s
27.00,100,149,2,1.877,s
28.00,100,148,4,1.904,s
29.00,100,147,6,1.915,s
30.00,100,145,7,1.932,s
31.00,100,143,8,1.962,s
32.00,100,142,9,1.987,s
33.00,100,141,9,2.013,s
34.00,100,139,9,2.040,s
35.00,100,139,8,2.062,s
36.00,100,139,6,2.098,s
37.00,100,139,3,2.126,s
38.00,100,141,0,2.147,s
39.00,100,143,-4,2.174,s
40.00,100,146,-9,2.193,s
41.00,100,150,-15,2.227,s
42.00,100,155,-21,2.270,s
43.00,100,161,-27,2.314,s
44.00,100,167,-34,2.369,s
45.00,100,175,-41,2.400,s
46.00,100,182,-45,2.441,s
47.00,100,190,-45,2.476,s
48.00,100,199,-45,2.494,s
49.00,100,207,-45,2.524,s
50.00,100,215,-45,2.564,s
51.00,100,223,-45,2.606,s
52.00,100,231,-45,2.642,s
53.00,100,237,-45,2.669,s
54.00,100,243,-45,2.685,s
55.00,100,248,-45,2.688,s
56.00,100,252,-45,2.684,s
57.00,100,254,-45,2.694,s
58.00,100,255,-45,2.693,s
59.00,100,255,-45,2.704,s
60.00,100,253,-45,2.723,s
61.00,100,250,-44,2.736,s
62.00,100,246,-35,2.742,s
63.00,100,240,-26,2.747,s
64.00,100,234,-16,2.745,s
65.00,100,226,-7,2.733,s
66.00,100,218,3,2.735,s
67.00,100,209,12,2.726,s
68.00,100,199,21,2.730,s
69.00,100,190,29,2.745,s
70.00,100,180,36,2.756,s
71.00,100,170,42,2.760,s
72.00,100,161,45,2.757,s
73.00,100,153,45,2.765,s
74.00,100,145,45,2.787,s
75.00,100,137,45,2.791,s
76.00,100,131,45,2.808,s
77.00,100,126,45,2.805,s
78.00,100,122,45,2.798,s
79.00,100,118,45,2.795,s
80.00,100,116,40,2.794,s
81.00,100,115,35,2.808,s
82.00,100,115,29,2.826,s
83.00,100,116,22,2.841,s
84.00,100,117,15,2.866,s
85.00,100,119,8,2.880,s
86.00,100,122,1,2.882,s
87.00,100,125,-5,2.876,s
88.00,100,128,-11,2.883,s
89.00,100,131,-16,2.896,s
90.00,100,134,-21,2.900,s
91.00,100,136,-24,2.901,s
92.00,100,139,-27,2.918,s
93.00,100,141,-28,2.948,s
94.00,100,142,-29,2.987,s
95.00,100,143,-28,3.000,s
96.00,100,143,-27,3.000,s
97.00,100,142,-25,3.000,s
98.00,100,141,-22,3.000,s
99.00,100,139,-18,3.000,s
100.00,100,137,-14,3.000,s
