#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,355,1,1.997,s
01.00,100,355,3,1.996,s
02.00,100,362,3,2.019,s
03.00,100,360,0,2.032,s
04.00,100,356,0,2.029,s
05.00,100,354,1,2.076,s
06.00,100,355,2,2.077,s
07.00,100,356,3,2.092,s
08.00,100,349,5,2.089,s
09.00,100,346,5,2.070,s
10.00,100,345,7,2.099,s
11.00,100,343,8,2.146,s
12.00,100,340,10,2.180,s
13.00,100,336,13,2.197,s
14.00,100,335,16,2.155,s
15.00,100,340,18,2.159,s
16.00,100,342,18,2.164,s
17.00,100,344,18,2.129,s
18.00,100,338,21,2.102,s
19.00,100,335,20,2.055,s
20.00,100,337,20,2.038,s
21.00,100,334,23,2.073,s
22.00,100,333,24,2.090,s
23.00,100,332,27,2.107,s
24.00,100,333,28,2.113,s
25.00,100,331,29,2.084,s
26.00,100,333,28,2.037,s
27.00,100,332,28,2.023,s
28.00,100,325,31,1.976,s
29.00,100,329,32,1.998,s
30.00,100,332,30,1.955,s
31.00,100,337,28,1.988,s
32.00,100,345,30,1.982,s
33.00,100,349,31,1.993,s
34.00,100,350,32,1.976,s
35.00,100,345,32,1.954,s
36.00,100,337,30,1.948,s
37.00,100,330,27,1.947,s
38.00,100,323,26,1.900,s
39.00,100,326,26,1.905,s
40.00,100,333,27,1.897,s
41.00,100,337,27,1.907,s
42.00,100,344,26,1.905,s
43.00,100,349,29,1.927,s
44.00,100,353,32,1.903,s
45.00,100,360,32,1.950,s
46.00,100,364,32,1.997,s
47.00,100,367,31,2.021,s
48.00,100,372,30,2.007,s
49.00,100,376,29,1.963,s
50.00,100,378,32,1.977,s
51.00,100,385,33,2.021,s
52.00,100,386,35,2.035,s
53.00,100,389,38,2.061,s
54.00,100,388,40,2.043,s
55.00,100,392,42,2.044,s
56.00,100,395,42,1.998,s
57.00,100,401,41,1.987,s
58.00,100,403,43,1.993,s
59.00,100,405,41,1.990,s
60.00,100,411,40,1.943,s
61.00,100,413,40,1.971,s
62.00,100,416,39,2.018,s
63.00,100,416,36,2.040,s
64.00,100,422,33,2.087,s
65.00,100,426,33,2.081,s
66.00,100,430,35,2.112,s
67.00,100,433,38,2.093,s
68.00,100,438,41,2.083,s
69.00,100,445,42,2.055,s
70.00,100,452,42,2.042,s
71.00,100,456,42,2.028,s
72.00,100,449,43,2.015,s
73.00,100,446,43,2.003,s
74.00,100,445,43,2.022,s
75.00,100,451,43,2.050,s
76.00,100,458,44,2.069,s
77.00,100,461,45,2.046,s
78.00,100,468,45,2.058,s
79.00,100,470,45,2.059,s
80.00,100,476,45,2.078,s
81.00,100,479,45,2.119,s
82.00,100,475,45,2.121,s
83.00,100,475,45,2.101,s
84.00,100,475,45,2.129,s
85.00,100,468,45,2.159,s
86.00,100,462,45,2.137,s
87.00,100,459,45,2.145,s
88.00,100,455,45,2.131,s
89.00,100,451,45,2.108,s
90.00,100,457,45,2.078,s
91.00,100,458,45,2.064,s
92.00,100,456,45,2.034,s
93.00,100,453,44,2.007,s
94.00,100,446,44,1.979,s
95.00,100,445,45,2.026,s
96.00,100,439,45,1.989,s
97.00,100,439,43,1.951,s
98.00,100,434,45,1.961,s
99.00,100,427,45,1.986,s
100.00,100,420,45,2.033,s
