#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,270,-10,1.253,s
01.00,100,272,-6,1.249,s
02.00,100,274,-3,1.268,s
03.00,100,276,0,1.219,s
04.00,100,278,2,1.149,s
05.00,100,280,2,1.125,s
06.00,100,282,1,1.099,s
07.00,100,284,0,1.055,s
08.00,100,286,0,1.026,s
09.00,100,287,0,1.032,s
10.00,100,289,0,1.063,s
11.00,100,291,-4,1.000,s
12.00,100,293,-6,1.000,s
13.00,100,295,-7,1.009,s
14.00,100,296,-10,1.071,s
15.00,100,298,-10,1.138,s
16.00,100,300,-10,1.197,s
17.00,100,302,-9,1.268,s
18.00,100,304,-9,1.289,s
19.00,100,305,-10,1.337,s
20.00,100,307,-12,1.351,s
21.00,100,309,-9,1.373,s
22.00,100,311,-7,1.387,s
23.00,100,313,-4,1.438,s
24.00,100,314,-1,1.489,s
25.00,100,316,0,1.534,s
26.00,100,318,2,1.550,s
27.00,100,320,4,1.532,s
28.00,100,321,4,1.495,s
29.00,100,323,4,1.455,s
30.00,100,325,6,1.435,s
31.00,100,327,9,1.389,s
32.00,100,329,11,1.390,s
33.00,100,330,15,1.401,s
34.00,100,332,19,1.424,s
35.00,100,334,22,1.411,s
36.00,100,336,24,1.332,s
37.00,100,338,26,1.253,s
38.00,100,339,28,1.187,s
39.00,100,341,33,1.198,s
40.00,100,343,38,1.242,s
41.00,100,345,41,1.321,s
42.00,100,346,42,1.332,s
43.00,100,348,44,1.401,s
44.00,100,350,45,1.430,s
45.00,100,352,40,1.419,s
46.00,100,354,36,1.436,s
47.00,100,355,34,1.486,s
48.00,100,357,33,1.489,s
49.00,100,359,31,1.517,s
50.00,100,361,28,1.526,s
51.00,100,363,26,1.503,s
52.00,100,364,25,1.476,s
53.00,100,366,24,1.458,s
54.00,100,368,22,1.430,s
55.00,100,370,20,1.505,s
56.00,100,371,19,1.545,s
57.00,100,373,18,1.575,s
58.00,100,375,15,1.654,s
59.00,100,377,12,1.733,s
60.00,100,379,9,1.792,s
61.00,100,380,7,1.846,s
62.00,100,382,6,1.896,s
63.00,100,384,4,1.945,s
64.00,100,386,3,1.953,s
65.00,100,388,4,1.936,s
66.00,100,389,6,1.902,s
67.00,100,391,8,1.866,s
68.00,100,393,12,1.896,s
69.00,100,395,16,1.959,s
70.00,100,396,16,2.023,s
71.00,100,398,14,2.091,s
72.00,100,400,13,2.170,s
73.00,100,402,12,2.229,s
74.00,100,404,12,2.264,s
75.00,100,405,10,2.262,s
76.00,100,407,8,2.277,s
77.00,100,409,8,2.353,s
78.00,100,411,8,2.426,s
79.00,100,413,10,2.452,s
80.00,100,414,13,2.384,s
81.00,100,416,14,2.338,s
82.00,100,418,16,2.331,s
83.00,100,420,21,2.341,s
84.00,100,421,24,2.322,s
85.00,100,423,26,2.344,s
86.00,100,425,26,2.335,s
87.00,100,427,27,2.351,s
88.00,100,429,22,2.332,s
89.00,100,430,18,2.296,s
90.00,100,432,13,2.254,s
91.00,100,434,10,2.175,s
92.00,100,436,9,2.146,s
93.00,100,438,6,2.137,s
94.00,100,439,5,2.156,s
95.00,100,441,4,2.200,s
96.00,100,443,7,2.206,s
97.00,100,445,9,2.246,s
98.00,100,446,12,2.270,s
99.00,100,448,14,2.302,s
100.00,100,450,16,2.290,s
