#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,270,-4,1.434,s
01.00,100,269,-2,1.409,s
02.00,100,269,3,1.351,s
03.00,100,270,7,1.344,s
04.00,100,270,12,1.323,s
05.00,100,271,16,1.282,s
06.00,100,272,19,1.263,s
07.00,100,273,19,1.342,s
08.00,100,275,19,1.421,s
09.00,100,276,19,1.461,s
10.00,100,278,20,1.476,s
11.00,100,280,22,1.453,s
12.00,100,281,23,1.405,s
13.00,100,283,26,1.345,s
14.00,100,285,26,1.289,s
15.00,100,287,27,1.249,s
16.00,100,288,27,1.235,s
17.00,100,290,28,1.257,s
18.00,100,292,29,1.290,s
19.00,100,294,31,1.211,s
20.00,100,296,34,1.132,s
21.00,100,298,37,1.059,s
22.00,100,300,39,1.007,s
23.00,100,302,38,1.000,s
24.00,100,304,39,1.000,s
25.00,100,305,39,1.000,s
26.00,100,307,42,1.000,s
27.00,100,309,44,1.000,s
28.00,100,311,45,1.000,s
29.00,100,313,45,1.000,s
30.00,100,315,45,1.000,s
31.00,100,317,45,1.002,s
32.00,100,319,45,1.034,s
33.00,100,321,44,1.065,s
34.00,100,323,42,1.064,s
35.00,100,325,40,1.051,s
36.00,100,327,40,1.022,s
37.00,100,329,39,1.000,s
38.00,100,331,38,1.000,s
39.00,100,332,36,1.000,s
40.00,100,334,33,1.000,s
41.00,100,336,30,1.000,s
42.00,100,338,27,1.000,s
43.00,100,340,24,1.043,s
44.00,100,342,22,1.079,s
45.00,100,344,20,1.130,s
46.00,100,346,20,1.187,s
47.00,100,348,21,1.145,s
48.00,100,350,25,1.091,s
49.00,100,352,30,1.031,s
50.00,100,354,35,1.000,s
51.00,100,356,38,1.000,s
52.00,100,357,41,1.000,s
53.00,100,359,44,1.075,s
54.00,100,361,45,1.125,s
55.00,100,363,45,1.176,s
56.00,100,365,45,1.108,s
57.00,100,367,41,1.091,s
58.00,100,369,39,1.039,s
59.00,100,371,39,1.000,s
60.00,100,373,37,1.000,s
61.00,100,375,34,1.000,s
62.00,100,377,32,1.000,s
63.00,100,379,32,1.000,s
64.00,100,381,30,1.000,s
65.00,100,383,28,1.000,s
66.00,100,384,30,1.000,s
67.00,100,386,35,1.000,s
68.00,100,388,40,1.000,s
69.00,100,390,43,1.000,s
70.00,100,392,45,1.000,s
71.00,100,394,45,1.076,s
72.00,100,396,45,1.124,s
73.00,100,398,45,1.131,s
74.00,100,400,45,1.131,s
75.00,100,402,45,1.099,s
76.00,100,404,45,1.069,s
77.00,100,406,42,1.067,s
78.00,100,408,39,1.027,s
79.00,100,410,35,1.005,s
80.00,100,411,32,1.068,s
81.00,100,413,30,1.144,s
82.00,100,415,27,1.223,s
83.00,100,417,25,1.295,s
84.00,100,419,24,1.350,s
85.00,100,421,22,1.429,s
86.00,100,423,22,1.508,s
87.00,100,425,22,1.587,s
88.00,100,427,22,1.635,s
89.00,100,429,21,1.661,s
90.00,100,431,22,1.684,s
91.00,100,433,24,1.705,s
92.00,100,435,26,1.700,s
93.00,100,437,28,1.727,s
94.00,100,438,30,1.782,s
95.00,100,440,27,1.828,s
96.00,100,442,24,1.888,s
97.00,100,444,21,1.946,s
98.00,100,446,20,2.002,s
99.00,100,448,23,2.058,s
100.00,100,450,24,2.121,s
