#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,270,17,1.225,s
01.00,100,269,16,1.147,s
02.00,100,269,15,1.171,s
03.00,100,269,16,1.203,s
04.00,100,270,15,1.195,s
05.00,100,270,15,1.190,s
06.00,100,271,15,1.215,s
07.00,100,273,17,1.211,s
08.00,100,274,16,1.234,s
09.00,100,275,21,1.271,s
10.00,100,277,24,1.327,s
11.00,100,279,27,1.406,s
12.00,100,280,29,1.432,s
13.00,100,282,32,1.454,s
14.00,100,284,34,1.485,s
15.00,100,286,35,1.532,s
16.00,100,288,34,1.592,s
17.00,100,289,34,1.652,s
18.00,100,291,29,1.706,s
19.00,100,293,24,1.750,s
20.00,100,295,19,1.773,s
21.00,100,297,15,1.834,s
22.00,100,299,11,1.861,s
23.00,100,301,7,1.906,s
24.00,100,303,4,1.841,s
25.00,100,305,1,1.789,s
26.00,100,307,-1,1.743,s
27.00,100,309,-3,1.674,s
28.00,100,311,-5,1.596,s
29.00,100,312,-7,1.536,s
30.00,100,314,-7,1.506,s
31.00,100,316,-8,1.453,s
32.00,100,318,-8,1.424,s
33.00,100,320,-7,1.370,s
34.00,100,322,-6,1.298,s
35.00,100,324,-4,1.249,s
36.00,100,326,-3,1.200,s
37.00,100,328,-3,1.153,s
38.00,100,330,-7,1.080,s
39.00,100,332,-11,1.001,s
40.00,100,334,-14,1.000,s
41.00,100,336,-17,1.000,s
42.00,100,338,-22,1.000,s
43.00,100,340,-27,1.000,s
44.00,100,341,-29,1.000,s
45.00,100,343,-30,1.000,s
46.00,100,345,-30,1.000,s
47.00,100,347,-31,1.000,s
48.00,100,349,-32,1.000,s
49.00,100,351,-34,1.000,s
50.00,100,353,-36,1.000,s
51.00,100,355,-37,1.000,s
52.00,100,357,-38,1.034,s
53.00,100,359,-39,1.079,s
54.00,100,361,-38,1.126,s
55.00,100,363,-36,1.200,s
56.00,100,365,-33,1.249,s
57.00,100,367,-30,1.294,s
58.00,100,369,-27,1.295,s
59.00,100,371,-22,1.317,s
60.00,100,372,-18,1.326,s
61.00,100,374,-16,1.297,s
62.00,100,376,-11,1.248,s
63.00,100,378,-7,1.219,s
64.00,100,380,-3,1.206,s
65.00,100,382,-2,1.212,s
66.00,100,384,-1,1.291,s
67.00,100,386,0,1.356,s
68.00,100,388,0,1.410,s
69.00,100,390,-1,1.421,s
70.00,100,392,-4,1.495,s
71.00,100,394,-4,1.574,s
72.00,100,396,-3,1.653,s
73.00,100,398,-2,1.732,s
74.00,100,400,-3,1.783,s
75.00,100,402,-4,1.838,s
76.00,100,403,-5,1.864,s
77.00,100,405,-6,1.943,s
78.00,100,407,-6,1.992,s
79.00,100,409,-3,1.960,s
80.00,100,411,-1,1.950,s
81.00,100,413,1,1.968,s
82.00,100,415,4,2.003,s
83.00,100,417,6,2.042,s
84.00,100,419,10,2.041,s
85.00,100,421,15,2.042,s
86.00,100,423,17,2.053,s
87.00,100,425,19,2.081,s
88.00,100,427,17,2.105,s
89.00,100,429,16,2.085,s
90.00,100,431,13,2.056,s
91.00,100,433,10,2.123,s
92.00,100,434,6,2.169,s
93.00,100,436,2,2.229,s
94.00,100,438,-3,2.295,s
95.00,100,440,-8,2.331,s
96.00,100,442,-12,2.392,s
97.00,100,444,-16,2.376,s
98.00,100,446,-19,2.341,s
99.00,100,448,-22,2.334,s
100.00,100,450,-25,2.364,s
