#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,90,-9,1.805,s
01.00,100,90,-10,1.766,s
02.00,100,91,-12,1.738,s
03.00,100,92,-14,1.678,s
04.00,100,94,-16,1.632,s
05.00,100,96,-19,1.563,s
06.00,100,98,-20,1.500,s
07.00,100,100,-18,1.421,s
08.00,100,102,-15,1.342,s
09.00,100,105,-14,1.264,s
10.00,100,107,-11,1.233,s
11.00,100,110,-9,1.204,s
12.00,100,112,-8,1.179,s
13.00,100,115,-8,1.209,s
14.00,100,118,-7,1.212,s
15.00,100,120,-11,1.246,s
16.00,100,123,-16,1.265,s
17.00,100,126,-18,1.282,s
18.00,100,128,-19,1.270,s
19.00,100,131,-20,1.191,s
20.00,100,134,-20,1.127,s
21.00,100,137,-19,1.119,s
22.00,100,140,-19,1.136,s
23.00,100,142,-19,1.127,s
24.00,100,145,-19,1.150,s
25.00,100,148,-20,1.142,s
26.00,100,151,-21,1.143,s
27.00,100,154,-23,1.183,s
28.00,100,157,-24,1.114,s
29.00,100,159,-25,1.035,s
30.00,100,162,-25,1.000,s
31.00,100,165,-26,1.000,s
32.00,100,168,-27,1.021,s
33.00,100,171,-29,1.037,s
34.00,100,173,-27,1.013,s
35.00,100,176,-25,1.008,s
36.00,100,179,-25,1.010,s
37.00,100,182,-24,1.007,s
38.00,100,185,-25,1.000,s
39.00,100,188,-27,1.000,s
40.00,100,190,-28,1.000,s
41.00,100,193,-30,1.000,s
42.00,100,196,-33,1.020,s
43.00,100,199,-36,1.032,s
44.00,100,202,-39,1.078,s
45.00,100,205,-41,1.114,s
46.00,100,207,-42,1.149,s
47.00,100,210,-44,1.209,s
48.00,100,213,-45,1.202,s
49.00,100,216,-44,1.169,s
50.00,100,219,-42,1.128,s
51.00,100,222,-39,1.110,s
52.00,100,224,-37,1.131,s
53.00,100,227,-38,1.142,s
54.00,100,230,-40,1.124,s
55.00,100,233,-42,1.122,s
56.00,100,236,-45,1.186,s
57.00,100,238,-45,1.177,s
58.00,100,241,-45,1.162,s
59.00,100,244,-45,1.099,s
60.00,100,247,-45,1.030,s
61.00,100,250,-45,1.000,s
62.00,100,253,-45,1.000,s
63.00,100,255,-45,1.000,s
64.00,100,258,-45,1.000,s
65.00,100,261,-45,1.000,s
66.00,100,264,-45,1.000,s
67.00,100,267,-45,1.000,s
68.00,100,270,-45,1.000,s
69.00,100,272,-45,1.000,s
70.00,100,275,-45,1.000,s
71.00,100,278,-45,1.000,s
72.00,100,281,-45,1.000,s
73.00,100,284,-45,1.007,s
74.00,100,287,-45,1.070,s
75.00,100,289,-45,1.149,s
76.00,100,292,-45,1.228,s
77.00,100,295,-45,1.307,s
78.00,100,298,-45,1.363,s
79.00,100,301,-45,1.357,s
80.00,100,303,-45,1.344,s
81.00,100,306,-45,1.325,s
82.00,100,309,-45,1.276,s
83.00,100,312,-45,1.206,s
84.00,100,315,-45,1.158,s
85.00,100,318,-45,1.095,s
86.00,100,320,-45,1.018,s
87.00,100,323,-45,1.000,s
88.00,100,326,-45,1.000,s
89.00,100,329,-45,1.000,s
90.00,100,332,-45,1.000,s
91.00,100,335,-45,1.000,s
92.00,100,337,-45,1.000,s
93.00,100,340,-45,1.000,s
94.00,100,343,-45,1.000,s
95.00,100,346,-40,1.020,s
96.00,100,349,-38,1.047,s
97.00,100,352,-37,1.056,s
98.00,100,354,-37,1.049,s
99.00,100,357,-36,1.047,s
100.00,100,360,-33,1.014,s
