#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,151,-2,1.767,s
01.00,100,144,-3,1.735,s
02.00,100,142,-2,1.782,s
03.00,100,143,-1,1.789,s
04.00,100,136,-1,1.780,s
05.00,100,134,-1,1.775,s
06.00,100,131,2,1.788,s
07.00,100,131,4,1.803,s
08.00,100,135,6,1.843,s
09.00,100,130,9,1.820,s
10.00,100,126,11,1.824,s
11.00,100,119,12,1.863,s
12.00,100,113,11,1.867,s
13.00,100,106,11,1.833,s
14.00,100,99,12,1.791,s
15.00,100,93,11,1.769,s
16.00,100,89,10,1.776,s
17.00,100,82,8,1.823,s
18.00,100,77,5,1.864,s
19.00,100,73,4,1.885,s
20.00,100,72,4,1.888,s
21.00,100,70,1,1.868,s
22.00,100,74,-2,1.855,s
23.00,100,76,-3,1.887,s
24.00,100,79,-4,1.854,s
25.00,100,79,-6,1.807,s
26.00,100,74,-9,1.760,s
27.00,100,70,-7,1.738,s
28.00,100,69,-8,1.730,s
29.00,100,70,-10,1.727,s
30.00,100,64,-10,1.744,s
31.00,100,62,-13,1.791,s
32.00,100,55,-15,1.838,s
33.00,100,54,-18,1.843,s
34.00,100,60,-16,1.890,s
35.00,100,67,-16,1.908,s
36.00,100,70,-15,1.955,s
37.00,100,76,-14,1.937,s
38.00,100,73,-16,1.978,s
39.00,100,70,-15,1.986,s
40.00,100,67,-14,2.004,s
41.00,100,64,-13,1.982,s
42.00,100,63,-11,1.968,s
43.00,100,70,-11,1.978,s
44.00,100,68,-9,1.996,s
45.00,100,68,-6,2.012,s
46.00,100,73,-3,2.036,s
47.00,100,76,-4,2.055,s
48.00,100,75,-5,2.102,s
49.00,100,82,-8,2.103,s
50.00,100,85,-8,2.065,s
51.00,100,86,-9,2.045,s
52.00,100,80,-8,1.998,s
53.00,100,78,-8,1.987,s
54.00,100,75,-9,1.994,s
55.00,100,75,-10,2.032,s
56.00,100,69,-11,2.035,s
57.00,100,67,-8,1.988,s
58.00,100,68,-8,1.974,s
59.00,100,72,-8,1.943,s
60.00,100,79,-9,1.897,s
61.00,100,86,-9,1.908,s
62.00,100,85,-9,1.879,s
63.00,100,87,-7,1.915,s
64.00,100,89,-9,1.938,s
65.00,100,91,-10,1.964,s
66.00,100,98,-10,1.989,s
67.00,100,102,-7,1.950,s
68.00,100,101,-4,1.911,s
69.00,100,101,-4,1.918,s
70.00,100,100,-6,1.949,s
71.00,100,97,-6,1.902,s
72.00,100,97,-7,1.937,s
73.00,100,90,-6,1.945,s
74.00,100,86,-6,1.959,s
75.00,100,79,-9,1.979,s
76.00,100,78,-10,1.967,s
77.00,100,78,-13,1.974,s
78.00,100,71,-15,1.973,s
79.00,100,64,-15,1.992,s
80.00,100,64,-15,2.009,s
81.00,100,68,-12,2.037,s
82.00,100,67,-9,2.072,s
83.00,100,71,-6,2.073,s
84.00,100,72,-6,2.120,s
85.00,100,71,-3,2.156,s
86.00,100,68,-2,2.140,s
87.00,100,66,-3,2.093,s
88.00,100,66,-3,2.056,s
89.00,100,65,-6,2.032,s
90.00,100,69,-7,1.985,s
91.00,100,72,-10,1.979,s
92.00,100,74,-11,1.932,s
93.00,100,76,-14,1.900,s
94.00,100,83,-17,1.863,s
95.00,100,88,-18,1.850,s
96.00,100,83,-19,1.822,s
97.00,100,81,-16,1.791,s
98.00,100,82,-14,1.752,s
99.00,100,81,-11,1.731,s
100.00,100,81,-9,1.698,s
