#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,270,-13,1.439,s
01.00,100,269,-12,1.462,s
02.00,100,269,-11,1.485,s
03.00,100,269,-11,1.564,s
04.00,100,269,-11,1.587,s
05.00,100,270,-13,1.583,s
06.00,100,271,-14,1.582,s
07.00,100,272,-15,1.580,s
08.00,100,273,-16,1.579,s
09.00,100,275,-17,1.606,s
10.00,100,276,-18,1.650,s
11.00,100,278,-20,1.678,s
12.00,100,280,-20,1.734,s
13.00,100,282,-22,1.778,s
14.00,100,283,-19,1.851,s
15.00,100,285,-17,1.876,s
16.00,100,287,-15,1.955,s
17.00,100,289,-14,1.998,s
18.00,100,291,-12,2.041,s
19.00,100,293,-12,2.055,s
20.00,100,295,-12,2.037,s
21.00,100,296,-11,2.037,s
22.00,100,298,-9,2.016,s
23.00,100,300,-7,1.973,s
24.00,100,302,-6,1.943,s
25.00,100,304,-6,1.864,s
26.00,100,306,-5,1.794,s
27.00,100,308,-4,1.761,s
28.00,100,310,-4,1.760,s
29.00,100,312,-6,1.758,s
30.00,100,314,-9,1.725,s
31.00,100,316,-12,1.735,s
32.00,100,318,-15,1.748,s
33.00,100,320,-17,1.797,s
34.00,100,322,-18,1.825,s
35.00,100,324,-18,1.873,s
36.00,100,325,-20,1.836,s
37.00,100,327,-22,1.820,s
38.00,100,329,-23,1.802,s
39.00,100,331,-25,1.799,s
40.00,100,333,-25,1.819,s
41.00,100,335,-26,1.898,s
42.00,100,337,-27,1.977,s
43.00,100,339,-29,2.036,s
44.00,100,341,-34,2.043,s
45.00,100,343,-37,2.068,s
46.00,100,345,-39,2.104,s
47.00,100,347,-42,2.101,s
48.00,100,349,-45,2.116,s
49.00,100,351,-45,2.126,s
50.00,100,353,-45,2.115,s
51.00,100,355,-45,2.111,s
52.00,100,357,-45,2.103,s
53.00,100,359,-43,2.099,s
54.00,100,361,-44,2.081,s
55.00,100,362,-44,2.078,s
56.00,100,364,-45,2.084,s
57.00,100,366,-44,2.120,s
58.00,100,368,-42,2.140,s
59.00,100,370,-39,2.145,s
60.00,100,372,-36,2.134,s
61.00,100,374,-35,2.105,s
62.00,100,376,-30,2.026,s
63.00,100,378,-28,1.952,s
64.00,100,380,-27,1.912,s
65.00,100,382,-27,1.865,s
66.00,100,384,-26,1.808,s
67.00,100,386,-23,1.729,s
68.00,100,388,-23,1.666,s
69.00,100,390,-23,1.605,s
70.00,100,392,-24,1.545,s
71.00,100,394,-26,1.469,s
72.00,100,396,-25,1.419,s
73.00,100,397,-24,1.423,s
74.00,100,399,-25,1.413,s
75.00,100,401,-25,1.481,s
76.00,100,403,-25,1.560,s
77.00,100,405,-25,1.597,s
78.00,100,407,-21,1.518,s
79.00,100,409,-17,1.439,s
80.00,100,411,-15,1.392,s
81.00,100,413,-13,1.313,s
82.00,100,415,-12,1.324,s
83.00,100,417,-12,1.336,s
84.00,100,419,-12,1.313,s
85.00,100,421,-10,1.281,s
86.00,100,423,-10,1.245,s
87.00,100,425,-9,1.213,s
88.00,100,427,-9,1.181,s
89.00,100,429,-11,1.260,s
90.00,100,431,-14,1.293,s
91.00,100,432,-16,1.308,s
92.00,100,434,-19,1.294,s
93.00,100,436,-21,1.250,s
94.00,100,438,-22,1.237,s
95.00,100,440,-27,1.285,s
96.00,100,442,-29,1.289,s
97.00,100,444,-32,1.288,s
98.00,100,446,-33,1.252,s
99.00,100,448,-33,1.199,s
100.00,100,450,-32,1.120,s
