#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,308,-14,2.414,s
01.00,100,308,-14,2.391,s
02.00,100,306,-12,2.400,s
03.00,100,306,-10,2.383,s
04.00,100,310,-9,2.402,s
05.00,100,309,-8,2.380,s
06.00,100,310,-7,2.435,s
07.00,100,313,-8,2.513,s
08.00,100,325,-9,2.573,s
09.00,100,333,-10,2.643,s
10.00,100,342,-10,2.707,s
11.00,100,345,-12,2.775,s
12.00,100,347,-14,2.845,s
13.00,100,347,-17,2.869,s
14.00,100,338,-22,2.870,s
15.00,100,330,-27,2.875,s
16.00,100,327,-30,2.914,s
17.00,100,316,-31,2.993,s
18.00,100,304,-36,3.000,s
19.00,100,292,-39,3.000,s
20.00,100,282,-43,3.000,s
21.00,100,277,-41,3.000,s
22.00,100,273,-38,3.000,s
23.00,100,281,-37,3.000,s
24.00,100,290,-38,3.000,s
25.00,100,285,-38,3.000,s
26.00,100,283,-38,2.957,s
27.00,100,279,-39,2.913,s
28.00,100,271,-39,2.872,s
29.00,100,269,-39,2.825,s
30.00,100,261,-38,2.812,s
31.00,100,257,-38,2.764,s
32.00,100,258,-39,2.759,s
33.00,100,249,-40,2.725,s
34.00,100,243,-44,2.672,s
35.00,100,239,-45,2.622,s
36.00,100,236,-45,2.578,s
37.00,100,230,-45,2.499,s
38.00,100,219,-45,2.420,s
39.00,100,207,-45,2.341,s
40.00,100,196,-45,2.299,s
41.00,100,188,-44,2.301,s
42.00,100,185,-39,2.289,s
43.00,100,187,-37,2.286,s
44.00,100,187,-34,2.272,s
45.00,100,185,-34,2.283,s
46.00,100,187,-33,2.300,s
47.00,100,187,-32,2.311,s
48.00,100,188,-30,2.355,s
49.00,100,189,-30,2.361,s
50.00,100,191,-30,2.402,s
51.00,100,191,-29,2.431,s
52.00,100,190,-29,2.456,s
53.00,100,192,-28,2.489,s
54.00,100,202,-29,2.500,s
55.00,100,210,-27,2.579,s
56.00,100,214,-25,2.530,s
57.00,100,225,-24,2.465,s
58.00,100,231,-21,2.443,s
59.00,100,232,-19,2.435,s
60.00,100,229,-18,2.390,s
61.00,100,227,-16,2.338,s
62.00,100,223,-16,2.259,s
63.00,100,222,-14,2.180,s
64.00,100,221,-18,2.101,s
65.00,100,222,-21,2.022,s
66.00,100,222,-24,1.946,s
67.00,100,220,-27,1.922,s
68.00,100,221,-25,1.867,s
69.00,100,222,-23,1.901,s
70.00,100,221,-21,1.822,s
71.00,100,219,-19,1.836,s
72.00,100,214,-18,1.845,s
73.00,100,213,-19,1.821,s
74.00,100,211,-19,1.822,s
75.00,100,213,-18,1.762,s
76.00,100,216,-16,1.696,s
77.00,100,215,-15,1.648,s
78.00,100,217,-17,1.569,s
79.00,100,222,-19,1.490,s
80.00,100,226,-21,1.463,s
81.00,100,227,-17,1.452,s
82.00,100,224,-13,1.439,s
83.00,100,221,-9,1.488,s
84.00,100,222,-6,1.501,s
85.00,100,225,-5,1.499,s
86.00,100,224,-3,1.507,s
87.00,100,226,-1,1.513,s
88.00,100,224,2,1.496,s
89.00,100,219,4,1.525,s
90.00,100,213,7,1.516,s
91.00,100,208,9,1.534,s
92.00,100,202,11,1.455,s
93.00,100,199,11,1.408,s
94.00,100,197,13,1.384,s
95.00,100,209,14,1.463,s
96.00,100,219,15,1.526,s
97.00,100,231,15,1.605,s
98.00,100,237,13,1.672,s
99.00,100,239,12,1.706,s
100.00,100,247,12,1.754,s
