#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
0,100,0.000,-45.000,1.000,s
0.5,100,5.000,-44.550,1.000,s
1,100,10.000,-44.100,1.000,s
1.5,100,15.000,-43.650,1.000,s
2,100,20.000,-43.200,1.000,s
2.5,100,25.000,-42.750,1.000,s
3,100,30.000,-42.300,1.000,s
3.5,100,35.000,-41.850,1.000,s
4,100,40.000,-41.400,1.000,s
4.5,100,45.000,-40.950,1.000,s
5,100,50.000,-40.500,1.000,s
5.5,100,55.000,-40.050,1.000,s
6,100,60.000,-39.600,1.000,s
6.5,100,65.000,-39.150,1.000,s
7,100,70.000,-38.700,1.000,s
7.5,100,75.000,-38.250,1.000,s
8,100,80.000,-37.800,1.000,s
8.5,100,85.000,-37.350,1.000,s
9,100,90.000,-36.900,1.000,s
9.5,100,95.000,-36.450,1.000,s
10,100,100.000,-36.000,1.000,s
10.5,100,105.000,-35.550,1.000,s
11,100,110.000,-35.100,1.000,s
11.5,100,115.000,-34.650,1.000,s
12,100,120.000,-34.200,1.000,s
12.5,100,125.000,-33.750,1.000,s
13,100,130.000,-33.300,1.000,s
13.5,100,135.000,-32.850,1.000,s
14,100,140.000,-32.400,1.000,s
14.5,100,145.000,-31.950,1.000,s
15,100,150.000,-31.500,1.000,s
15.5,100,155.000,-31.050,1.000,s
16,100,160.000,-30.600,1.000,s
16.5,100,165.000,-30.150,1.000,s
17,100,170.000,-29.700,1.000,s
17.5,100,175.000,-29.250,1.000,s
18,100,180.000,-28.800,1.000,s
18.5,100,185.000,-28.350,1.000,s
19,100,190.000,-27.900,1.000,s
19.5,100,195.000,-27.450,1.000,s
20,100,200.000,-27.000,1.000,s
20.5,100,205.000,-26.550,1.000,s
21,100,210.000,-26.100,1.000,s
21.5,100,215.000,-25.650,1.000,s
22,100,220.000,-25.200,1.000,s
22.5,100,225.000,-24.750,1.000,s
23,100,230.000,-24.300,1.000,s
23.5,100,235.000,-23.850,1.000,s
24,100,240.000,-23.400,1.000,s
24.5,100,245.000,-22.950,1.000,s
25,100,250.000,-22.500,1.000,s
25.5,100,255.000,-22.050,1.000,s
26,100,260.000,-21.600,1.000,s
26.5,100,265.000,-21.150,1.000,s
27,100,270.000,-20.700,1.000,s
27.5,100,275.000,-20.250,1.000,s
28,100,280.000,-19.800,1.000,s
28.5,100,285.000,-19.350,1.000,s
29,100,290.000,-18.900,1.000,s
29.5,100,295.000,-18.450,1.000,s
30,100,300.000,-18.000,1.000,s
30.5,100,305.000,-17.550,1.000,s
31,100,310.000,-17.100,1.000,s
31.5,100,315.000,-16.650,1.000,s
32,100,320.000,-16.200,1.000,s
32.5,100,325.000,-15.750,1.000,s
33,100,330.000,-15.300,1.000,s
33.5,100,335.000,-14.850,1.000,s
34,100,340.000,-14.400,1.000,s
34.5,100,345.000,-13.950,1.000,s
35,100,350.000,-13.500,1.000,s
35.5,100,355.000,-13.050,1.000,s
36,100,0.000,-12.600,1.000,s
36.5,100,5.000,-12.150,1.000,s
37,100,10.000,-11.700,1.000,s
37.5,100,15.000,-11.250,1.000,s
38,100,20.000,-10.800,1.000,s
38.5,100,25.000,-10.350,1.000,s
39,100,30.000,-9.900,1.000,s
39.5,100,35.000,-9.450,1.000,s
40,100,40.000,-9.000,1.000,s
40.5,100,45.000,-8.550,1.000,s
41,100,50.000,-8.100,1.000,s
41.5,100,55.000,-7.650,1.000,s
42,100,60.000,-7.200,1.000,s
42.5,100,65.000,-6.750,1.000,s
43,100,70.000,-6.300,1.000,s
43.5,100,75.000,-5.850,1.000,s
44,100,80.000,-5.400,1.000,s
44.5,100,85.000,-4.950,1.000,s
45,100,90.000,-4.500,1.000,s
45.5,100,95.000,-4.050,1.000,s
46,100,100.000,-3.600,1.000,s
46.5,100,105.000,-3.150,1.000,s
47,100,110.000,-2.700,1.000,s
47.5,100,115.000,-2.250,1.000,s
48,100,120.000,-1.800,1.000,s
48.5,100,125.000,-1.350,1.000,s
49,100,130.000,-0.900,1.000,s
49.5,100,135.000,-0.450,1.000,s
50,100,140.000,0.000,1.000,s
50.5,100,145.000,0.450,1.000,s
51,100,150.000,0.900,1.000,s
51.5,100,155.000,1.350,1.000,s
52,100,160.000,1.800,1.000,s
52.5,100,165.000,2.250,1.000,s
53,100,170.000,2.700,1.000,s
53.5,100,175.000,3.150,1.000,s
54,100,180.000,3.600,1.000,s
54.5,100,185.000,4.050,1.000,s
55,100,190.000,4.500,1.000,s
55.5,100,195.000,4.950,1.000,s
56,100,200.000,5.400,1.000,s
56.5,100,205.000,5.850,1.000,s
57,100,210.000,6.300,1.000,s
57.5,100,215.000,6.750,1.000,s
58,100,220.000,7.200,1.000,s
58.5,100,225.000,7.650,1.000,s
59,100,230.000,8.100,1.000,s
59.5,100,235.000,8.550,1.000,s
60,100,240.000,9.000,1.000,s
60.5,100,245.000,9.450,1.000,s
61,100,250.000,9.900,1.000,s
61.5,100,255.000,10.350,1.000,s
62,100,260.000,10.800,1.000,s
62.5,100,265.000,11.250,1.000,s
63,100,270.000,11.700,1.000,s
63.5,100,275.000,12.150,1.000,s
64,100,280.000,12.600,1.000,s
64.5,100,285.000,13.050,1.000,s
65,100,290.000,13.500,1.000,s
65.5,100,295.000,13.950,1.000,s
66,100,300.000,14.400,1.000,s
66.5,100,305.000,14.850,1.000,s
67,100,310.000,15.300,1.000,s
67.5,100,315.000,15.750,1.000,s
68,100,320.000,16.200,1.000,s
68.5,100,325.000,16.650,1.000,s
69,100,330.000,17.100,1.000,s
69.5,100,335.000,17.550,1.000,s
70,100,340.000,18.000,1.000,s
70.5,100,345.000,18.450,1.000,s
71,100,350.000,18.900,1.000,s
71.5,100,355.000,19.350,1.000,s
72,100,0.000,19.800,1.000,s
72.5,100,5.000,20.250,1.000,s
73,100,10.000,20.700,1.000,s
73.5,100,15.000,21.150,1.000,s
74,100,20.000,21.600,1.000,s
74.5,100,25.000,22.050,1.000,s
75,100,30.000,22.500,1.000,s
75.5,100,35.000,22.950,1.000,s
76,100,40.000,23.400,1.000,s
76.5,100,45.000,23.850,1.000,s
77,100,50.000,24.300,1.000,s
77.5,100,55.000,24.750,1.000,s
78,100,60.000,25.200,1.000,s
78.5,100,65.000,25.650,1.000,s
79,100,70.000,26.100,1.000,s
79.5,100,75.000,26.550,1.000,s
80,100,80.000,27.000,1.000,s
80.5,100,85.000,27.450,1.000,s
81,100,90.000,27.900,1.000,s
81.5,100,95.000,28.350,1.000,s
82,100,100.000,28.800,1.000,s
82.5,100,105.000,29.250,1.000,s
83,100,110.000,29.700,1.000,s
83.5,100,115.000,30.150,1.000,s
84,100,120.000,30.600,1.000,s
84.5,100,125.000,31.050,1.000,s
85,100,130.000,31.500,1.000,s
85.5,100,135.000,31.950,1.000,s
86,100,140.000,32.400,1.000,s
86.5,100,145.000,32.850,1.000,s
87,100,150.000,33.300,1.000,s
87.5,100,155.000,33.750,1.000,s
88,100,160.000,34.200,1.000,s
88.5,100,165.000,34.650,1.000,s
89,100,170.000,35.100,1.000,s
89.5,100,175.000,35.550,1.000,s
90,100,180.000,36.000,1.000,s
90.5,100,185.000,36.450,1.000,s
91,100,190.000,36.900,1.000,s
91.5,100,195.000,37.350,1.000,s
92,100,200.000,37.800,1.000,s
92.5,100,205.000,38.250,1.000,s
93,100,210.000,38.700,1.000,s
93.5,100,215.000,39.150,1.000,s
94,100,220.000,39.600,1.000,s
94.5,100,225.000,40.050,1.000,s
95,100,230.000,40.500,1.000,s
95.5,100,235.000,40.950,1.000,s
96,100,240.000,41.400,1.000,s
96.5,100,245.000,41.850,1.000,s
97,100,250.000,42.300,1.000,s
97.5,100,255.000,42.750,1.000,s
98,100,260.000,43.200,1.000,s
98.5,100,265.000,43.650,1.000,s
99,100,270.000,44.100,1.000,s
99.5,100,275.000,44.550,1.000,s
100,100,280.000,45.000,1.000,s
