#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,128,3,2.661,s
01.00,100,124,9,2.669,s
02.00,100,120,15,2.661,s
03.00,100,115,20,2.651,s
04.00,100,111,26,2.650,s
05.00,100,106,31,2.659,s
06.00,100,101,35,2.663,s
07.00,100,96,39,2.670,s
08.00,100,91,42,2.665,s
09.00,100,86,44,2.673,s
10.00,100,82,45,2.699,s
11.00,100,78,45,2.722,s
12.00,100,74,45,2.736,s
13.00,100,71,45,2.757,s
14.00,100,69,45,2.784,s
15.00,100,68,45,2.826,s
16.00,100,67,45,2.861,s
17.00,100,67,44,2.907,s
18.00,100,68,42,2.952,s
19.00,100,70,40,3.000,s
20.00,100,72,39,3.000,s
21.00,100,76,37,3.000,s
22.00,100,80,35,3.000,s
23.00,100,84,34,3.000,s
24.00,100,90,32,3.000,s
25.00,100,95,31,2.989,s
26.00,100,101,30,2.961,s
27.00,100,107,30,2.919,s
28.00,100,112,29,2.884,s
29.00,100,118,29,2.862,s
30.00,100,123,28,2.832,s
31.00,100,128,28,2.818,s
32.00,100,133,28,2.812,s
33.00,100,136,28,2.797,s
34.00,100,139,28,2.785,s
35.00,100,141,27,2.765,s
36.00,100,142,26,2.752,s
37.00,100,142,26,2.729,s
38.00,100,142,24,2.697,s
39.00,100,140,23,2.651,s
40.00,100,137,21,2.611,s
41.00,100,134,19,2.558,s
42.00,100,130,16,2.526,s
43.00,100,125,13,2.503,s
44.00,100,120,10,2.475,s
45.00,100,114,7,2.446,s
46.00,100,108,3,2.413,s
47.00,100,101,-1,2.393,s
48.00,100,95,-5,2.391,s
49.00,100,89,-9,2.401,s
50.00,100,82,-12,2.424,s
51.00,100,77,-16,2.437,s
52.00,100,72,-19,2.451,s
53.00,100,67,-22,2.458,s
54.00,100,63,-25,2.460,s
55.00,100,59,-27,2.446,s
56.00,100,56,-28,2.447,s
57.00,100,54,-29,2.441,s
58.00,100,53,-29,2.430,s
59.00,100,52,-28,2.407,s
60.00,100,52,-27,2.367,s
61.00,100,53,-26,2.338,s
62.00,100,54,-23,2.316,s
63.00,100,56,-20,2.306,s
64.00,100,57,-17,2.309,s
65.00,100,60,-13,2.297,s
66.00,100,62,-9,2.285,s
67.00,100,64,-5,2.268,s
68.00,100,67,0,2.267,s
69.00,100,69,4,2.282,s
70.00,100,71,9,2.308,s
71.00,100,73,13,2.350,s
72.00,100,75,17,2.385,s
73.00,100,77,21,2.426,s
74.00,100,78,24,2.453,s
75.00,100,79,27,2.491,s
76.00,100,80,29,2.528,s
77.00,100,81,31,2.573,s
78.00,100,81,32,2.634,s
79.00,100,82,33,2.702,s
80.00,100,82,33,2.766,s
81.00,100,83,33,2.821,s
82.00,100,84,32,2.856,s
83.00,100,85,31,2.879,s
84.00,100,86,30,2.908,s
85.00,100,87,28,2.947,s
86.00,100,89,27,2.984,s
87.00,100,92,25,3.000,s
88.00,100,95,23,3.000,s
89.00,100,98,22,3.000,s
90.00,100,102,20,3.000,s
91.00,100,106,19,3.000,s
92.00,100,111,18,3.000,s
93.00,100,116,18,3.000,s
94.00,100,121,18,2.995,s
95.00,100,126,18,2.999,s
96.00,100,132,19,2.995,s
97.00,100,137,20,2.978,s
98.00,100,143,22,2.961,s
99.00,100,148,23,2.939,s
100.00,100,153,25,2.902,s
