#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,269,-5,1.573,s
01.00,100,271,-2,1.557,s
02.00,100,273,1,1.515,s
03.00,100,280,2,1.502,s
04.00,100,285,5,1.549,s
05.00,100,285,7,1.596,s
06.00,100,283,9,1.637,s
07.00,100,282,9,1.627,s
08.00,100,281,9,1.604,s
09.00,100,274,8,1.573,s
10.00,100,269,8,1.573,s
11.00,100,265,8,1.620,s
12.00,100,266,8,1.667,s
13.00,100,273,9,1.714,s
14.00,100,276,11,1.761,s
15.00,100,270,11,1.794,s
16.00,100,269,13,1.795,s
17.00,100,269,11,1.748,s
18.00,100,269,8,1.721,s
19.00,100,267,6,1.765,s
20.00,100,269,3,1.785,s
21.00,100,274,2,1.806,s
22.00,100,274,0,1.801,s
23.00,100,274,-1,1.754,s
24.00,100,272,2,1.707,s
25.00,100,269,4,1.660,s
26.00,100,272,5,1.640,s
27.00,100,275,8,1.644,s
28.00,100,277,8,1.651,s
29.00,100,280,9,1.613,s
30.00,100,280,10,1.566,s
31.00,100,287,8,1.519,s
32.00,100,292,5,1.516,s
33.00,100,299,4,1.556,s
34.00,100,300,3,1.514,s
35.00,100,299,1,1.467,s
36.00,100,297,-1,1.420,s
37.00,100,290,-3,1.387,s
38.00,100,286,-5,1.420,s
39.00,100,286,-5,1.374,s
40.00,100,284,-4,1.406,s
41.00,100,282,-1,1.359,s
42.00,100,275,0,1.345,s
43.00,100,270,1,1.381,s
44.00,100,263,3,1.380,s
45.00,100,258,3,1.379,s
46.00,100,257,3,1.356,s
47.00,100,250,3,1.378,s
48.00,100,247,3,1.400,s
49.00,100,252,4,1.426,s
50.00,100,248,4,1.403,s
51.00,100,245,1,1.418,s
52.00,100,242,-2,1.428,s
53.00,100,246,-3,1.430,s
54.00,100,250,-4,1.448,s
55.00,100,258,-7,1.495,s
56.00,100,265,-10,1.492,s
57.00,100,268,-11,1.539,s
58.00,100,264,-14,1.586,s
59.00,100,264,-16,1.633,s
60.00,100,269,-17,1.663,s
61.00,100,266,-17,1.710,s
62.00,100,260,-18,1.745,s
63.00,100,263,-18,1.792,s
64.00,100,265,-21,1.839,s
65.00,100,262,-24,1.858,s
66.00,100,261,-27,1.868,s
67.00,100,260,-27,1.841,s
68.00,100,261,-27,1.821,s
69.00,100,265,-24,1.793,s
70.00,100,263,-23,1.839,s
71.00,100,258,-20,1.806,s
72.00,100,255,-22,1.802,s
73.00,100,256,-20,1.826,s
74.00,100,262,-19,1.843,s
75.00,100,264,-18,1.841,s
76.00,100,266,-19,1.841,s
77.00,100,273,-18,1.804,s
78.00,100,278,-21,1.780,s
79.00,100,285,-23,1.748,s
80.00,100,287,-25,1.727,s
81.00,100,293,-24,1.683,s
82.00,100,294,-25,1.655,s
83.00,100,291,-28,1.700,s
84.00,100,294,-30,1.681,s
85.00,100,301,-33,1.728,s
86.00,100,308,-36,1.722,s
87.00,100,310,-37,1.740,s
88.00,100,317,-38,1.778,s
89.00,100,321,-39,1.825,s
90.00,100,323,-39,1.872,s
91.00,100,324,-40,1.896,s
92.00,100,326,-40,1.932,s
93.00,100,324,-40,1.912,s
94.00,100,317,-38,1.905,s
95.00,100,314,-36,1.858,s
96.00,100,312,-34,1.891,s
97.00,100,305,-31,1.938,s
98.00,100,298,-30,1.985,s
99.00,100,295,-31,2.014,s
100.00,100,293,-28,2.035,s
