#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
0,	100,	-63.435,0.000,	2.236,s
5,	100,	-60.945,2.780,	2.062,s
10,	100,	-57.995,6.051,	1.897,s
15,	100,	-54.462,9.891,	1.746,s
20,	100,	-50.194,14.363,	1.612,s
25,	100,	-45.000,19.471,	1.500,s
30,	100,	-38.660,25.104,	1.414,s
35,	100,	-30.964,30.974,	1.360,s
40,	100,	-21.801,36.604,	1.342,s
45,	100,	-11.310,41.429,	1.360,s
50,	100,	0.000,	45.000,	1.414,s
55,	100,	11.310,	41.429,	1.360,s
60,	100,	21.801,	36.604,	1.342,s
65,	100,	30.964,	30.974,	1.360,s
70,	100,	38.660,	25.104,	1.414,s
75,	100,	45.000,	19.471,	1.500,s
80,	100,	50.194,	14.363,	1.612,s
85,	100,	54.462,	9.891,	1.746,s
90,	100,	57.995,	6.051,	1.897,s
95,	100,	60.945,	2.780,	2.062,s
100,	100,	63.435,	0.000,	2.236,s
