#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,180,-12,2.059,s
01.00,100,181,-11,2.008,s
02.00,100,183,-11,1.992,s
03.00,100,184,-8,1.957,s
04.00,100,186,-5,1.942,s
05.00,100,187,-2,1.938,s
06.00,100,189,3,1.914,s
07.00,100,191,8,1.861,s
08.00,100,192,9,1.795,s
09.00,100,194,9,1.716,s
10.00,100,196,8,1.637,s
11.00,100,198,8,1.558,s
12.00,100,200,7,1.479,s
13.00,100,201,5,1.400,s
14.00,100,203,4,1.338,s
15.00,100,205,3,1.259,s
16.00,100,207,1,1.266,s
17.00,100,209,0,1.297,s
18.00,100,210,0,1.349,s
19.00,100,212,0,1.428,s
20.00,100,214,-2,1.459,s
21.00,100,216,-3,1.462,s
22.00,100,218,-2,1.429,s
23.00,100,219,-4,1.406,s
24.00,100,221,-6,1.382,s
25.00,100,223,-6,1.395,s
26.00,100,225,-8,1.423,s
27.00,100,227,-10,1.449,s
28.00,100,229,-12,1.458,s
29.00,100,230,-12,1.453,s
30.00,100,232,-12,1.467,s
31.00,100,234,-17,1.487,s
32.00,100,236,-22,1.525,s
33.00,100,238,-25,1.548,s
34.00,100,240,-26,1.587,s
35.00,100,241,-27,1.593,s
36.00,100,243,-32,1.619,s
37.00,100,245,-35,1.639,s
38.00,100,247,-35,1.571,s
39.00,100,249,-34,1.511,s
40.00,100,250,-37,1.475,s
41.00,100,252,-40,1.428,s
42.00,100,254,-42,1.420,s
43.00,100,256,-43,1.421,s
44.00,100,258,-42,1.441,s
45.00,100,260,-42,1.437,s
46.00,100,261,-42,1.428,s
47.00,100,263,-42,1.398,s
48.00,100,265,-44,1.404,s
49.00,100,267,-45,1.377,s
50.00,100,269,-45,1.376,s
51.00,100,271,-45,1.455,s
52.00,100,272,-45,1.534,s
53.00,100,274,-45,1.613,s
54.00,100,276,-45,1.687,s
55.00,100,278,-45,1.766,s
56.00,100,280,-45,1.839,s
57.00,100,281,-45,1.918,s
58.00,100,283,-45,1.997,s
59.00,100,285,-45,2.065,s
60.00,100,287,-45,2.115,s
61.00,100,289,-45,2.173,s
62.00,100,291,-45,2.185,s
63.00,100,292,-45,2.106,s
64.00,100,294,-44,2.035,s
65.00,100,296,-39,1.956,s
66.00,100,298,-35,1.910,s
67.00,100,300,-31,1.873,s
68.00,100,302,-29,1.858,s
69.00,100,303,-24,1.827,s
70.00,100,305,-20,1.805,s
71.00,100,307,-15,1.727,s
72.00,100,309,-11,1.684,s
73.00,100,311,-8,1.626,s
74.00,100,313,-6,1.571,s
75.00,100,314,-3,1.548,s
76.00,100,316,-2,1.547,s
77.00,100,318,0,1.573,s
78.00,100,320,0,1.586,s
79.00,100,322,5,1.620,s
80.00,100,323,9,1.636,s
81.00,100,325,11,1.669,s
82.00,100,327,13,1.731,s
83.00,100,329,14,1.788,s
84.00,100,331,15,1.819,s
85.00,100,333,17,1.875,s
86.00,100,334,17,1.946,s
87.00,100,336,18,2.003,s
88.00,100,338,17,2.064,s
89.00,100,340,19,2.104,s
90.00,100,342,24,2.096,s
91.00,100,344,27,2.017,s
92.00,100,345,28,1.938,s
93.00,100,347,31,1.863,s
94.00,100,349,34,1.824,s
95.00,100,351,35,1.810,s
96.00,100,353,36,1.792,s
97.00,100,355,37,1.777,s
98.00,100,356,36,1.768,s
99.00,100,358,35,1.773,s
100.00,100,360,34,1.694,s
