#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,271,-2,1.212,s
01.00,100,272,-2,1.259,s
02.00,100,269,-1,1.306,s
03.00,100,269,-4,1.316,s
04.00,100,263,-6,1.297,s
05.00,100,260,-6,1.268,s
06.00,100,260,-6,1.249,s
07.00,100,262,-5,1.202,s
08.00,100,262,-2,1.194,s
09.00,100,262,-2,1.192,s
10.00,100,261,-2,1.179,s
11.00,100,268,0,1.171,s
12.00,100,274,1,1.213,s
13.00,100,278,-1,1.170,s
14.00,100,275,-3,1.191,s
15.00,100,280,-4,1.185,s
16.00,100,281,-4,1.178,s
17.00,100,274,-2,1.225,s
18.00,100,271,-3,1.232,s
19.00,100,268,-3,1.213,s
20.00,100,267,-1,1.181,s
21.00,100,267,-2,1.174,s
22.00,100,261,1,1.127,s
23.00,100,258,3,1.092,s
24.00,100,259,5,1.050,s
25.00,100,253,6,1.022,s
26.00,100,251,5,1.000,s
27.00,100,244,7,1.000,s
28.00,100,241,4,1.000,s
29.00,100,238,2,1.000,s
30.00,100,243,2,1.000,s
31.00,100,236,2,1.000,s
32.00,100,229,2,1.000,s
33.00,100,232,2,1.000,s
34.00,100,229,3,1.016,s
35.00,100,226,2,1.055,s
36.00,100,227,0,1.096,s
37.00,100,226,-1,1.103,s
38.00,100,220,-2,1.125,s
39.00,100,219,-3,1.139,s
40.00,100,216,-3,1.186,s
41.00,100,217,-3,1.233,s
42.00,100,217,-3,1.189,s
43.00,100,212,-3,1.142,s
44.00,100,209,-2,1.095,s
45.00,100,202,-1,1.069,s
46.00,100,203,-1,1.116,s
47.00,100,210,-3,1.160,s
48.00,100,214,-3,1.152,s
49.00,100,218,-2,1.126,s
50.00,100,215,-4,1.086,s
51.00,100,216,-4,1.124,s
52.00,100,216,-5,1.171,s
53.00,100,213,-6,1.210,s
54.00,100,212,-8,1.257,s
55.00,100,207,-11,1.283,s
56.00,100,200,-11,1.295,s
57.00,100,193,-12,1.253,s
58.00,100,191,-15,1.218,s
59.00,100,198,-15,1.176,s
60.00,100,201,-16,1.174,s
61.00,100,202,-17,1.193,s
62.00,100,195,-18,1.204,s
63.00,100,194,-19,1.230,s
64.00,100,192,-20,1.256,s
65.00,100,192,-20,1.246,s
66.00,100,196,-20,1.284,s
67.00,100,203,-20,1.262,s
68.00,100,209,-18,1.309,s
69.00,100,216,-18,1.322,s
70.00,100,211,-16,1.362,s
71.00,100,208,-19,1.318,s
72.00,100,206,-22,1.317,s
73.00,100,213,-25,1.275,s
74.00,100,217,-26,1.258,s
75.00,100,224,-28,1.252,s
76.00,100,218,-27,1.229,s
77.00,100,215,-26,1.200,s
78.00,100,208,-27,1.153,s
79.00,100,207,-26,1.129,s
80.00,100,205,-25,1.141,s
81.00,100,206,-22,1.094,s
82.00,100,205,-24,1.047,s
83.00,100,212,-24,1.045,s
84.00,100,215,-25,1.069,s
85.00,100,208,-26,1.022,s
86.00,100,201,-27,1.000,s
87.00,100,194,-27,1.000,s
88.00,100,187,-28,1.000,s
89.00,100,189,-31,1.000,s
90.00,100,196,-32,1.043,s
91.00,100,198,-33,1.057,s
92.00,100,198,-32,1.079,s
93.00,100,203,-31,1.087,s
94.00,100,204,-31,1.069,s
95.00,100,211,-31,1.066,s
96.00,100,216,-31,1.088,s
97.00,100,220,-31,1.091,s
98.00,100,221,-31,1.121,s
99.00,100,226,-31,1.145,s
100.00,100,226,-32,1.159,s
