#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,90,-6,2.235,s
01.00,100,92,-5,2.212,s
02.00,100,94,-4,2.215,s
03.00,100,96,-7,2.237,s
04.00,100,98,-9,2.239,s
05.00,100,101,-11,2.318,s
06.00,100,103,-12,2.376,s
07.00,100,106,-11,2.441,s
08.00,100,108,-10,2.489,s
09.00,100,111,-9,2.437,s
10.00,100,114,-9,2.415,s
11.00,100,116,-8,2.390,s
12.00,100,119,-7,2.336,s
13.00,100,122,-7,2.311,s
14.00,100,124,-8,2.261,s
15.00,100,127,-3,2.201,s
16.00,100,130,0,2.195,s
17.00,100,132,-3,2.228,s
18.00,100,135,-4,2.276,s
19.00,100,138,-3,2.314,s
20.00,100,141,-3,2.369,s
21.00,100,143,-3,2.375,s
22.00,100,146,-5,2.348,s
23.00,100,149,-7,2.317,s
24.00,100,152,-9,2.238,s
25.00,100,154,-9,2.178,s
26.00,100,157,-8,2.128,s
27.00,100,160,-7,2.064,s
28.00,100,162,-5,2.052,s
29.00,100,165,-3,2.066,s
30.00,100,168,-3,2.054,s
31.00,100,171,-2,2.007,s
32.00,100,173,-1,1.940,s
33.00,100,176,1,1.870,s
34.00,100,179,2,1.831,s
35.00,100,182,4,1.796,s
36.00,100,184,6,1.787,s
37.00,100,187,5,1.784,s
38.00,100,190,6,1.818,s
39.00,100,193,6,1.844,s
40.00,100,195,5,1.880,s
41.00,100,198,4,1.885,s
42.00,100,201,4,1.922,s
43.00,100,204,7,1.871,s
44.00,100,206,9,1.799,s
45.00,100,209,9,1.771,s
46.00,100,212,10,1.727,s
47.00,100,215,11,1.685,s
48.00,100,217,8,1.627,s
49.00,100,220,11,1.555,s
50.00,100,223,16,1.511,s
51.00,100,226,20,1.506,s
52.00,100,228,24,1.535,s
53.00,100,231,28,1.553,s
54.00,100,234,30,1.486,s
55.00,100,237,31,1.440,s
56.00,100,239,32,1.461,s
57.00,100,242,31,1.487,s
58.00,100,245,30,1.566,s
59.00,100,248,29,1.639,s
60.00,100,250,29,1.697,s
61.00,100,253,29,1.776,s
62.00,100,256,31,1.842,s
63.00,100,258,33,1.861,s
64.00,100,261,33,1.892,s
65.00,100,264,33,1.914,s
66.00,100,267,38,1.970,s
67.00,100,269,42,2.002,s
68.00,100,272,45,2.047,s
69.00,100,275,45,2.064,s
70.00,100,278,44,2.061,s
71.00,100,280,45,2.051,s
72.00,100,283,45,2.077,s
73.00,100,286,45,2.136,s
74.00,100,289,45,2.182,s
75.00,100,291,45,2.244,s
76.00,100,294,45,2.277,s
77.00,100,297,45,2.269,s
78.00,100,300,45,2.190,s
79.00,100,302,45,2.138,s
80.00,100,305,45,2.060,s
81.00,100,308,45,1.981,s
82.00,100,311,45,1.902,s
83.00,100,313,45,1.866,s
84.00,100,316,45,1.848,s
85.00,100,319,43,1.823,s
86.00,100,322,42,1.793,s
87.00,100,324,43,1.767,s
88.00,100,327,42,1.688,s
89.00,100,330,41,1.609,s
90.00,100,333,38,1.530,s
91.00,100,335,36,1.451,s
92.00,100,338,36,1.414,s
93.00,100,341,36,1.485,s
94.00,100,344,34,1.527,s
95.00,100,346,38,1.450,s
96.00,100,349,40,1.421,s
97.00,100,352,42,1.383,s
98.00,100,355,44,1.354,s
99.00,100,357,44,1.301,s
100.00,100,360,45,1.231,s
