#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
0,100,0.000,0.000,3.000,s
0.5,100,7.000,21.116,3.205,s
1,100,14.000,37.294,3.745,s
1.5,100,21.000,44.750,4.180,s
2,100,28.000,41.740,3.966,s
2.5,100,35.000,28.968,3.371,s
3,100,42.000,9.421,2.980,s
3.5,100,49.000,-12.329,2.999,s
4,100,56.000,-31.195,3.413,s
4.5,100,63.000,-42.766,3.963,s
5,100,70.000,-44.336,4.053,s
5.5,100,77.000,-35.536,3.551,s
6,100,84.000,-18.425,3.035,s
6.5,100,91.000,2.994,2.874,s
7,100,98.000,23.714,3.123,s
7.5,100,105.000,38.887,3.660,s
8,100,112.000,44.966,4.012,s
8.5,100,119.000,40.528,3.722,s
9,100,126.000,26.612,3.154,s
9.5,100,133.000,6.472,2.828,s
10,100,140.000,-15.181,2.901,s
10.5,100,147.000,-33.284,3.337,s
11,100,154.000,-43.603,3.838,s
11.5,100,161.000,-43.725,3.832,s
12,100,168.000,-33.620,3.314,s
12.5,100,175.000,-15.653,2.856,s
13,100,182.000,5.976,2.755,s
13.5,100,189.000,26.206,3.042,s
14,100,196.000,40.308,3.566,s
14.5,100,203.000,44.983,3.830,s
15,100,210.000,39.137,3.480,s
15.5,100,217.000,24.139,2.947,s
16,100,224.000,3.495,2.685,s
16.5,100,231.000,-17.966,2.807,s
17,100,238.000,-35.226,3.256,s
17.5,100,245.000,-44.247,3.698,s
18,100,252.000,-42.920,3.604,s
18.5,100,259.000,-31.555,3.086,s
19,100,266.000,-12.810,2.687,s
19.5,100,273.000,8.930,2.642,s
20,100,280.000,28.582,2.960,s
20.5,100,287.000,41.550,3.460,s
21,100,294.000,44.800,3.635,s
21.5,100,301.000,37.573,3.242,s
22,100,308.000,21.558,2.752,s
22.5,100,315.000,0.502,2.550,s
23,100,322.000,-20.672,2.715,s
23.5,100,329.000,-37.011,3.168,s
24,100,336.000,-44.694,3.544,s
24.5,100,343.000,-41.925,3.372,s
25,100,350.000,-29.350,2.868,s
25.5,100,357.000,-9.911,2.528,s
26,100,4.000,12.398,2.539,s
26.5,100,11.000,31.247,2.889,s
27,100,18.000,42.789,3.351,s
27.5,100,25.000,44.323,3.423,s
28,100,32.000,35.492,2.996,s
28.5,100,39.000,18.360,2.560,s
29,100,46.000,-3.066,2.423,s
29.5,100,53.000,-23.775,2.633,s
30,100,60.000,-38.923,3.084,s
30.5,100,67.000,-44.969,3.377,s
31,100,74.000,-40.497,3.129,s
