#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
0,100,0.000,0.000,3.000,s
0.5,100,7.000,10.881,3.045,s
1,100,14.000,21.116,3.194,s
1.5,100,21.000,30.098,3.432,s
2,100,28.000,37.294,3.720,s
2.5,100,35.000,42.277,3.986,s
3,100,42.000,44.750,4.138,s
3.5,100,49.000,44.567,4.111,s
4,100,56.000,41.740,3.912,s
4.5,100,63.000,36.435,3.616,s
5,100,70.000,28.968,3.314,s
5.5,100,77.000,19.782,3.071,s
6,100,84.000,9.421,2.919,s
6.5,100,91.000,-1.498,2.871,s
7,100,98.000,-12.329,2.927,s
7.5,100,105.000,-22.428,3.083,s
8,100,112.000,-31.195,3.320,s
8.5,100,119.000,-38.112,3.596,s
9,100,126.000,-42.766,3.840,s
9.5,100,133.000,-44.883,3.964,s
10,100,140.000,-44.336,3.913,s
10.5,100,147.000,-41.157,3.704,s
11,100,154.000,-35.536,3.416,s
11.5,100,161.000,-27.806,3.131,s
12,100,168.000,-18.425,2.909,s
12.5,100,175.000,-7.951,2.777,s
13,100,182.000,2.994,2.744,s
13.5,100,189.000,13.763,2.811,s
14,100,196.000,23.714,2.971,s
14.5,100,203.000,32.258,3.204,s
15,100,210.000,38.887,3.468,s
15.5,100,217.000,43.209,3.689,s
16,100,224.000,44.966,3.786,s
16.5,100,231.000,44.055,3.714,s
17,100,238.000,40.528,3.499,s
17.5,100,245.000,34.597,3.219,s
18,100,252.000,26.612,2.952,s
18.5,100,259.000,17.048,2.751,s
19,100,266.000,6.472,2.637,s
19.5,100,273.000,-4.488,2.618,s
20,100,280.000,-15.181,2.694,s
20.5,100,287.000,-24.974,2.857,s
21,100,294.000,-33.284,3.086,s
21.5,100,301.000,-39.620,3.335,s
22,100,308.000,-43.603,3.534,s
22.5,100,315.000,-44.999,3.605,s
23,100,322.000,-43.725,3.513,s
23.5,100,329.000,-39.855,3.295,s
24,100,336.000,-33.620,3.026,s
24.5,100,343.000,-25.390,2.778,s
25,100,350.000,-15.653,2.596,s
25.5,100,357.000,-4.986,2.499,s
26,100,4.000,6.260,2.495,s
26.5,100,11.000,16.849,2.581,s
27,100,18.000,26.439,2.747,s
27.5,100,25.000,34.459,2.971,s
28,100,32.000,40.435,3.205,s
28.5,100,39.000,44.010,3.377,s
29,100,46.000,44.974,3.419,s
29.5,100,53.000,43.268,3.309,s
30,100,60.000,38.995,3.087,s
30.5,100,67.000,32.407,2.830,s
31,100,74.000,23.896,2.603,s
31.5,100,81.000,13.967,2.442,s
32,100,88.000,3.209,2.364,s
32.5,100,95.000,-7.740,2.372,s
33,100,102.000,-18.229,2.464,s
33.5,100,109.000,-27.636,2.630,s
34,100,116.000,-35.404,2.846,s
34.5,100,123.000,-41.070,3.063,s
35,100,130.000,-44.298,3.212,s
35.5,100,137.000,-44.898,3.232,s
36,100,144.000,-42.833,3.108,s
36.5,100,151.000,-38.226,2.889,s
37,100,158.000,-31.350,2.646,s
37.5,100,165.000,-22.614,2.437,s
38,100,172.000,-12.535,2.295,s
38.5,100,179.000,-1.713,2.231,s
39,100,186.000,9.211,2.249,s
39.5,100,193.000,19.588,2.346,s
40,100,200.000,28.803,2.510,s
40.5,100,207.000,36.309,2.717,s
41,100,214.000,41.659,2.917,s
41.5,100,221.000,44.537,3.043,s
42,100,228.000,44.772,3.041,s
42.5,100,235.000,42.350,2.908,s
43,100,242.000,37.414,2.694,s
43.5,100,249.000,30.258,2.466,s
44,100,256.000,21.306,2.275,s
44.5,100,263.000,11.090,2.150,s
45,100,270.000,0.215,2.100,s
45.5,100,277.000,-10.672,2.127,s
46,100,284.000,-20.926,2.227,s
46.5,100,291.000,-29.938,2.388,s
47,100,298.000,-37.173,2.585,s
47.5,100,305.000,-42.202,2.766,s
48,100,312.000,-44.727,2.870,s
48.5,100,319.000,-44.597,2.850,s
49,100,326.000,-41.820,2.710,s
49.5,100,333.000,-36.561,2.502,s
50,100,340.000,-29.132,2.289,s
50.5,100,347.000,-19.975,2.117,s
51,100,354.000,-9.632,2.008,s
51.5,100,1.000,1.570,1.971,s
52,100,8.000,12.398,2.007,s
52.5,100,15.000,22.490,2.110,s
53,100,22.000,31.247,2.269,s
53.5,100,29.000,38.150,2.454,s
54,100,36.000,42.789,2.615,s
54.5,100,43.000,44.888,2.695,s
55,100,50.000,44.323,2.655,s
55.5,100,57.000,41.128,2.508,s
56,100,64.000,35.492,2.309,s
56.5,100,71.000,27.749,2.113,s
57,100,78.000,18.360,1.960,s
57.5,100,85.000,7.881,1.868,s
58,100,92.000,-3.066,1.843,s
58.5,100,99.000,-13.831,1.885,s
59,100,106.000,-23.775,1.989,s
59.5,100,113.000,-32.308,2.141,s
60,100,120.000,-38.923,2.313,s
60.5,100,127.000,-43.229,2.456,s
61,100,134.000,-44.969,2.515,s
61.5,100,141.000,-44.040,2.461,s
62,100,148.000,-40.497,2.314,s
62.5,100,155.000,-34.551,2.124,s
63,100,162.000,-26.555,1.945,s
63.5,100,169.000,-16.982,1.809,s
64,100,176.000,-6.402,1.731,s
64.5,100,183.000,4.559,1.715,s
65,100,190.000,15.249,1.762,s
65.5,100,197.000,25.033,1.865,s
66,100,204.000,33.333,2.010,s
66.5,100,211.000,39.653,2.168,s
67,100,218.000,43.621,2.292,s
67.5,100,225.000,45.000,2.333,s
68,100,232.000,43.708,2.268,s
68.5,100,239.000,39.822,2.122,s
69,100,246.000,33.572,1.944,s
69.5,100,253.000,25.330,1.781,s
70,100,260.000,15.585,1.661,s
70.5,100,267.000,4.915,1.596,s
71,100,274.000,-6.047,1.589,s
71.5,100,281.000,-16.650,1.639,s
72,100,288.000,-26.264,1.739,s
72.5,100,295.000,-34.321,1.876,s
73,100,302.000,-40.340,2.020,s
73.5,100,309.000,-43.965,2.125,s
74,100,316.000,-44.981,2.148,s
74.5,100,323.000,-43.327,2.075,s
75,100,330.000,-39.102,1.932,s
75.5,100,337.000,-32.556,1.767,s
76,100,344.000,-24.078,1.621,s
