#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,437,45,1.117,s
01.00,100,436,45,1.113,s
02.00,100,432,45,1.112,s
03.00,100,426,45,1.120,s
04.00,100,419,45,1.121,s
05.00,100,410,45,1.132,s
06.00,100,400,45,1.130,s
07.00,100,388,45,1.112,s
08.00,100,376,45,1.104,s
09.00,100,363,45,1.097,s
10.00,100,350,43,1.078,s
11.00,100,337,37,1.055,s
12.00,100,325,30,1.037,s
13.00,100,313,25,1.014,s
14.00,100,303,19,1.000,s
15.00,100,294,15,1.000,s
16.00,100,287,11,1.000,s
17.00,100,281,8,1.000,s
18.00,100,278,5,1.000,s
19.00,100,277,4,1.000,s
20.00,100,277,4,1.000,s
21.00,100,280,4,1.000,s
22.00,100,285,6,1.000,s
23.00,100,292,8,1.000,s
24.00,100,300,11,1.000,s
25.00,100,310,15,1.000,s
26.00,100,322,20,1.000,s
27.00,100,334,24,1.000,s
28.00,100,347,30,1.000,s
29.00,100,360,35,1.000,s
30.00,100,373,40,1.000,s
31.00,100,386,45,1.000,s
32.00,100,398,45,1.000,s
33.00,100,408,45,1.000,s
34.00,100,418,45,1.000,s
35.00,100,426,45,1.000,s
36.00,100,432,45,1.000,s
37.00,100,436,45,1.000,s
38.00,100,439,45,1.000,s
39.00,100,439,45,1.000,s
40.00,100,437,45,1.000,s
41.00,100,433,45,1.000,s
42.00,100,426,45,1.000,s
43.00,100,419,45,1.000,s
44.00,100,409,44,1.000,s
45.00,100,398,37,1.000,s
46.00,100,386,30,1.000,s
47.00,100,374,23,1.000,s
48.00,100,361,15,1.000,s
49.00,100,347,7,1.000,s
50.00,100,334,-1,1.000,s
51.00,100,322,-9,1.000,s
52.00,100,311,-17,1.000,s
53.00,100,300,-24,1.000,s
54.00,100,292,-30,1.000,s
55.00,100,285,-36,1.000,s
56.00,100,280,-42,1.000,s
57.00,100,276,-45,1.000,s
58.00,100,276,-45,1.000,s
59.00,100,277,-45,1.000,s
60.00,100,280,-45,1.000,s
61.00,100,285,-45,1.000,s
62.00,100,293,-45,1.000,s
63.00,100,301,-45,1.000,s
64.00,100,312,-45,1.000,s
65.00,100,323,-45,1.000,s
66.00,100,336,-45,1.000,s
67.00,100,349,-42,1.000,s
68.00,100,362,-38,1.000,s
69.00,100,375,-34,1.000,s
70.00,100,388,-30,1.000,s
71.00,100,400,-25,1.000,s
72.00,100,411,-21,1.000,s
73.00,100,420,-17,1.000,s
74.00,100,428,-13,1.000,s
75.00,100,434,-9,1.000,s
76.00,100,438,-6,1.000,s
77.00,100,439,-3,1.000,s
78.00,100,439,-1,1.000,s
79.00,100,437,1,1.000,s
80.00,100,432,3,1.000,s
81.00,100,426,4,1.000,s
82.00,100,417,5,1.000,s
83.00,100,408,5,1.000,s
84.00,100,396,6,1.000,s
85.00,100,384,6,1.000,s
86.00,100,372,7,1.000,s
87.00,100,358,7,1.000,s
88.00,100,345,8,1.017,s
89.00,100,332,9,1.031,s
90.00,100,320,10,1.033,s
91.00,100,309,11,1.048,s
92.00,100,299,13,1.059,s
93.00,100,290,16,1.075,s
94.00,100,284,19,1.097,s
95.00,100,279,22,1.106,s
96.00,100,276,27,1.123,s
97.00,100,276,31,1.136,s
98.00,100,277,36,1.154,s
99.00,100,281,41,1.185,s
100.00,100,286,45,1.209,s
