#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,16,6,2.757,s
01.00,100,22,8,2.741,s
02.00,100,17,9,2.694,s
03.00,100,14,12,2.662,s
04.00,100,11,14,2.645,s
05.00,100,14,15,2.598,s
06.00,100,14,15,2.566,s
07.00,100,7,15,2.540,s
08.00,100,4,16,2.559,s
09.00,100,10,15,2.576,s
10.00,100,12,15,2.596,s
11.00,100,14,15,2.606,s
12.00,100,11,16,2.565,s
13.00,100,8,16,2.518,s
14.00,100,7,13,2.493,s
15.00,100,14,14,2.494,s
16.00,100,22,14,2.503,s
17.00,100,17,17,2.461,s
18.00,100,16,16,2.497,s
19.00,100,11,15,2.529,s
20.00,100,18,14,2.495,s
21.00,100,21,12,2.465,s
22.00,100,25,12,2.484,s
23.00,100,27,15,2.494,s
24.00,100,26,16,2.519,s
25.00,100,22,17,2.528,s
26.00,100,20,14,2.574,s
27.00,100,22,13,2.605,s
28.00,100,21,11,2.604,s
29.00,100,16,11,2.651,s
30.00,100,14,9,2.695,s
31.00,100,17,9,2.705,s
32.00,100,11,9,2.727,s
33.00,100,16,12,2.751,s
34.00,100,19,14,2.763,s
35.00,100,25,16,2.744,s
36.00,100,29,15,2.710,s
37.00,100,36,18,2.703,s
38.00,100,37,20,2.729,s
39.00,100,40,21,2.765,s
40.00,100,34,21,2.770,s
41.00,100,29,24,2.774,s
42.00,100,26,23,2.727,s
43.00,100,22,26,2.693,s
44.00,100,17,29,2.696,s
45.00,100,15,29,2.649,s
46.00,100,17,29,2.602,s
47.00,100,16,29,2.643,s
48.00,100,10,26,2.660,s
49.00,100,8,26,2.707,s
50.00,100,12,26,2.716,s
51.00,100,19,26,2.748,s
52.00,100,23,27,2.779,s
53.00,100,25,28,2.790,s
54.00,100,20,28,2.837,s
55.00,100,26,28,2.865,s
56.00,100,28,31,2.890,s
57.00,100,34,33,2.937,s
58.00,100,38,33,2.968,s
59.00,100,41,32,2.921,s
60.00,100,41,33,2.874,s
61.00,100,45,32,2.836,s
62.00,100,46,34,2.801,s
63.00,100,48,34,2.754,s
64.00,100,46,33,2.707,s
65.00,100,44,32,2.676,s
66.00,100,42,30,2.656,s
67.00,100,44,27,2.655,s
68.00,100,51,25,2.656,s
69.00,100,54,23,2.701,s
70.00,100,57,26,2.748,s
71.00,100,61,27,2.751,s
72.00,100,64,29,2.753,s
73.00,100,70,31,2.775,s
74.00,100,64,33,2.770,s
75.00,100,57,33,2.746,s
76.00,100,57,33,2.699,s
77.00,100,53,31,2.672,s
78.00,100,50,34,2.654,s
79.00,100,49,36,2.607,s
80.00,100,49,38,2.560,s
81.00,100,48,40,2.522,s
82.00,100,49,41,2.485,s
83.00,100,50,39,2.457,s
84.00,100,50,41,2.442,s
85.00,100,49,43,2.469,s
86.00,100,54,42,2.463,s
87.00,100,60,44,2.425,s
88.00,100,67,45,2.415,s
89.00,100,74,45,2.418,s
90.00,100,78,45,2.404,s
91.00,100,81,44,2.384,s
92.00,100,82,43,2.337,s
93.00,100,80,43,2.297,s
94.00,100,78,43,2.263,s
95.00,100,72,43,2.280,s
96.00,100,71,43,2.302,s
97.00,100,64,41,2.349,s
98.00,100,64,39,2.384,s
99.00,100,70,36,2.431,s
100.00,100,74,34,2.441,s
