#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,0,9,2.630,s
01.00,100,2,10,2.608,s
02.00,100,5,9,2.626,s
03.00,100,7,9,2.629,s
04.00,100,9,7,2.652,s
05.00,100,11,3,2.731,s
06.00,100,13,-2,2.774,s
07.00,100,15,-6,2.841,s
08.00,100,16,-10,2.920,s
09.00,100,18,-12,2.999,s
10.00,100,20,-15,3.000,s
11.00,100,22,-18,3.000,s
12.00,100,24,-20,3.000,s
13.00,100,26,-21,3.000,s
14.00,100,27,-16,3.000,s
15.00,100,29,-11,3.000,s
16.00,100,31,-9,3.000,s
17.00,100,33,-11,3.000,s
18.00,100,35,-14,3.000,s
19.00,100,36,-18,3.000,s
20.00,100,38,-22,3.000,s
21.00,100,40,-26,3.000,s
22.00,100,42,-25,3.000,s
23.00,100,43,-25,3.000,s
24.00,100,45,-26,2.988,s
25.00,100,47,-25,2.944,s
26.00,100,49,-26,2.924,s
27.00,100,51,-27,2.929,s
28.00,100,52,-27,2.850,s
29.00,100,54,-28,2.771,s
30.00,100,56,-29,2.695,s
31.00,100,58,-30,2.667,s
32.00,100,59,-29,2.632,s
33.00,100,61,-30,2.587,s
34.00,100,63,-30,2.529,s
35.00,100,65,-28,2.450,s
36.00,100,66,-29,2.375,s
37.00,100,68,-28,2.328,s
38.00,100,70,-27,2.383,s
39.00,100,72,-25,2.449,s
40.00,100,74,-25,2.498,s
41.00,100,75,-23,2.512,s
42.00,100,77,-22,2.513,s
43.00,100,79,-20,2.492,s
44.00,100,81,-18,2.440,s
45.00,100,82,-22,2.379,s
46.00,100,84,-22,2.350,s
47.00,100,86,-23,2.306,s
48.00,100,88,-24,2.268,s
49.00,100,90,-21,2.321,s
50.00,100,91,-19,2.375,s
51.00,100,93,-19,2.412,s
52.00,100,95,-19,2.405,s
53.00,100,97,-19,2.419,s
54.00,100,98,-18,2.462,s
55.00,100,100,-15,2.527,s
56.00,100,102,-13,2.597,s
57.00,100,104,-9,2.630,s
58.00,100,106,-5,2.634,s
59.00,100,107,-3,2.622,s
60.00,100,109,-1,2.620,s
61.00,100,111,1,2.617,s
62.00,100,113,3,2.628,s
63.00,100,114,5,2.648,s
64.00,100,116,6,2.727,s
65.00,100,118,2,2.806,s
66.00,100,120,-1,2.885,s
67.00,100,121,-2,2.941,s
68.00,100,123,-4,2.969,s
69.00,100,125,-6,2.985,s
70.00,100,127,-9,2.961,s
71.00,100,129,-12,2.932,s
72.00,100,130,-12,2.901,s
73.00,100,132,-12,2.867,s
74.00,100,134,-11,2.807,s
75.00,100,136,-10,2.759,s
76.00,100,137,-11,2.738,s
77.00,100,139,-13,2.718,s
78.00,100,141,-13,2.722,s
79.00,100,143,-11,2.761,s
80.00,100,145,-10,2.826,s
81.00,100,146,-7,2.892,s
82.00,100,148,-6,2.970,s
83.00,100,150,-6,3.000,s
84.00,100,152,-11,3.000,s
85.00,100,153,-15,3.000,s
86.00,100,155,-17,2.943,s
87.00,100,157,-20,2.885,s
88.00,100,159,-21,2.826,s
89.00,100,160,-21,2.785,s
90.00,100,162,-23,2.770,s
91.00,100,164,-24,2.731,s
92.00,100,166,-24,2.709,s
93.00,100,168,-24,2.630,s
94.00,100,169,-22,2.554,s
95.00,100,171,-22,2.532,s
96.00,100,173,-21,2.545,s
97.00,100,175,-21,2.586,s
98.00,100,176,-20,2.658,s
99.00,100,178,-15,2.737,s
100.00,100,180,-12,2.801,s
