#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,270,-16,1.435,s
01.00,100,270,-20,1.447,s
02.00,100,271,-23,1.526,s
03.00,100,272,-26,1.495,s
04.00,100,273,-28,1.477,s
05.00,100,274,-29,1.398,s
06.00,100,275,-31,1.431,s
07.00,100,277,-31,1.510,s
08.00,100,278,-26,1.589,s
09.00,100,280,-22,1.640,s
10.00,100,282,-21,1.698,s
11.00,100,283,-20,1.733,s
12.00,100,285,-21,1.812,s
13.00,100,287,-23,1.883,s
14.00,100,289,-25,1.962,s
15.00,100,291,-30,2.038,s
16.00,100,292,-32,2.117,s
17.00,100,294,-34,2.164,s
18.00,100,296,-32,2.164,s
19.00,100,298,-29,2.165,s
20.00,100,300,-26,2.195,s
21.00,100,302,-25,2.192,s
22.00,100,304,-24,2.161,s
23.00,100,305,-24,2.151,s
24.00,100,307,-23,2.155,s
25.00,100,309,-21,2.216,s
26.00,100,311,-22,2.295,s
27.00,100,313,-19,2.374,s
28.00,100,315,-18,2.452,s
29.00,100,317,-18,2.531,s
30.00,100,319,-18,2.560,s
31.00,100,320,-17,2.604,s
32.00,100,322,-17,2.669,s
33.00,100,324,-17,2.748,s
34.00,100,326,-17,2.815,s
35.00,100,328,-17,2.894,s
36.00,100,330,-20,2.973,s
37.00,100,332,-23,3.000,s
38.00,100,334,-25,3.000,s
39.00,100,335,-27,3.000,s
40.00,100,337,-28,2.980,s
41.00,100,339,-29,3.000,s
42.00,100,341,-26,3.000,s
43.00,100,343,-23,3.000,s
44.00,100,345,-20,2.979,s
45.00,100,347,-17,2.975,s
46.00,100,349,-16,2.976,s
47.00,100,350,-21,2.938,s
48.00,100,352,-24,2.873,s
49.00,100,354,-26,2.807,s
50.00,100,356,-26,2.755,s
51.00,100,358,-26,2.676,s
52.00,100,360,-27,2.632,s
53.00,100,362,-26,2.629,s
54.00,100,364,-26,2.689,s
55.00,100,365,-27,2.734,s
56.00,100,367,-27,2.806,s
57.00,100,369,-29,2.885,s
58.00,100,371,-30,2.937,s
59.00,100,373,-31,2.866,s
60.00,100,375,-31,2.787,s
61.00,100,377,-30,2.748,s
62.00,100,379,-28,2.743,s
63.00,100,380,-26,2.722,s
64.00,100,382,-24,2.744,s
65.00,100,384,-20,2.685,s
66.00,100,386,-21,2.645,s
67.00,100,388,-23,2.607,s
68.00,100,390,-20,2.528,s
69.00,100,392,-16,2.449,s
70.00,100,394,-13,2.420,s
71.00,100,396,-16,2.390,s
72.00,100,397,-18,2.390,s
73.00,100,399,-22,2.427,s
74.00,100,401,-25,2.495,s
75.00,100,403,-30,2.509,s
76.00,100,405,-34,2.472,s
77.00,100,407,-37,2.450,s
78.00,100,409,-39,2.371,s
79.00,100,411,-41,2.320,s
80.00,100,412,-43,2.256,s
81.00,100,414,-45,2.180,s
82.00,100,416,-45,2.152,s
83.00,100,418,-45,2.143,s
84.00,100,420,-45,2.130,s
85.00,100,422,-45,2.143,s
86.00,100,424,-45,2.185,s
87.00,100,426,-45,2.249,s
88.00,100,427,-45,2.291,s
89.00,100,429,-41,2.320,s
90.00,100,431,-37,2.324,s
91.00,100,433,-35,2.340,s
92.00,100,435,-32,2.341,s
93.00,100,437,-29,2.361,s
94.00,100,439,-26,2.344,s
95.00,100,441,-25,2.347,s
96.00,100,442,-30,2.318,s
97.00,100,444,-30,2.314,s
98.00,100,446,-30,2.324,s
99.00,100,448,-30,2.301,s
100.00,100,450,-28,2.258,s
