#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,90,16,2.580,s
01.00,100,89,15,2.603,s
02.00,100,89,14,2.585,s
03.00,100,90,14,2.581,s
04.00,100,91,13,2.551,s
05.00,100,92,10,2.492,s
06.00,100,94,8,2.438,s
07.00,100,96,6,2.397,s
08.00,100,98,6,2.362,s
09.00,100,100,5,2.305,s
10.00,100,103,4,2.354,s
11.00,100,105,2,2.417,s
12.00,100,108,1,2.496,s
13.00,100,110,1,2.562,s
14.00,100,113,0,2.639,s
15.00,100,116,-2,2.718,s
16.00,100,119,-5,2.789,s
17.00,100,121,-6,2.854,s
18.00,100,124,-8,2.932,s
19.00,100,127,-9,2.898,s
20.00,100,130,-11,2.904,s
21.00,100,133,-13,2.939,s
22.00,100,136,-9,3.000,s
23.00,100,138,-7,3.000,s
24.00,100,141,-5,3.000,s
25.00,100,144,-2,3.000,s
26.00,100,147,0,3.000,s
27.00,100,150,1,3.000,s
28.00,100,153,3,3.000,s
29.00,100,156,2,3.000,s
30.00,100,158,2,3.000,s
31.00,100,161,1,3.000,s
32.00,100,164,2,2.954,s
33.00,100,167,4,2.875,s
34.00,100,170,5,2.796,s
35.00,100,173,6,2.800,s
36.00,100,176,6,2.831,s
37.00,100,179,5,2.870,s
38.00,100,181,4,2.938,s
39.00,100,184,7,3.000,s
40.00,100,187,10,3.000,s
41.00,100,190,9,3.000,s
42.00,100,193,9,3.000,s
43.00,100,196,8,3.000,s
44.00,100,199,4,2.983,s
45.00,100,202,-1,2.979,s
46.00,100,205,-6,2.978,s
47.00,100,207,-9,3.000,s
48.00,100,210,-12,2.992,s
49.00,100,213,-16,3.000,s
50.00,100,216,-20,3.000,s
51.00,100,219,-24,3.000,s
52.00,100,222,-29,3.000,s
53.00,100,225,-32,2.979,s
54.00,100,228,-34,2.984,s
55.00,100,230,-34,3.000,s
56.00,100,233,-35,2.985,s
57.00,100,236,-35,2.974,s
58.00,100,239,-35,2.998,s
59.00,100,242,-35,3.000,s
60.00,100,245,-36,2.998,s
61.00,100,248,-36,3.000,s
62.00,100,251,-36,3.000,s
63.00,100,253,-35,3.000,s
64.00,100,256,-35,3.000,s
65.00,100,259,-33,3.000,s
66.00,100,262,-30,3.000,s
67.00,100,265,-29,3.000,s
68.00,100,268,-27,3.000,s
69.00,100,271,-26,3.000,s
70.00,100,274,-22,3.000,s
71.00,100,276,-17,3.000,s
72.00,100,279,-13,3.000,s
73.00,100,282,-9,2.977,s
74.00,100,285,-8,2.927,s
75.00,100,288,-6,2.917,s
76.00,100,291,-5,2.838,s
77.00,100,294,-3,2.808,s
78.00,100,297,0,2.814,s
79.00,100,300,3,2.807,s
80.00,100,302,6,2.812,s
81.00,100,305,9,2.888,s
82.00,100,308,12,2.967,s
83.00,100,311,14,3.000,s
84.00,100,314,15,3.000,s
85.00,100,317,15,3.000,s
86.00,100,320,17,3.000,s
87.00,100,323,17,3.000,s
88.00,100,325,19,3.000,s
89.00,100,328,21,3.000,s
90.00,100,331,24,3.000,s
91.00,100,334,26,2.992,s
92.00,100,337,26,2.942,s
93.00,100,340,27,2.909,s
94.00,100,343,27,2.920,s
95.00,100,346,27,2.908,s
96.00,100,348,29,2.936,s
97.00,100,351,28,2.857,s
98.00,100,354,29,2.778,s
99.00,100,357,28,2.719,s
100.00,100,360,28,2.642,s
