#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,189,-12,1.852,s
01.00,100,192,-11,1.843,s
02.00,100,193,-8,1.890,s
03.00,100,190,-7,1.879,s
04.00,100,183,-8,1.859,s
05.00,100,179,-6,1.872,s
06.00,100,178,-3,1.918,s
07.00,100,178,-5,1.943,s
08.00,100,179,-8,1.977,s
09.00,100,182,-11,1.984,s
10.00,100,187,-11,1.937,s
11.00,100,186,-12,1.964,s
12.00,100,186,-13,1.939,s
13.00,100,193,-14,1.935,s
14.00,100,192,-14,1.939,s
15.00,100,185,-12,1.940,s
16.00,100,181,-12,1.952,s
17.00,100,174,-12,1.999,s
18.00,100,167,-12,2.027,s
19.00,100,166,-15,2.016,s
20.00,100,171,-13,2.025,s
21.00,100,172,-16,2.034,s
22.00,100,170,-15,1.987,s
23.00,100,163,-14,1.983,s
24.00,100,155,-13,2.006,s
25.00,100,152,-16,1.988,s
26.00,100,153,-17,1.962,s
27.00,100,155,-16,1.938,s
28.00,100,159,-15,1.924,s
29.00,100,166,-13,1.930,s
30.00,100,167,-13,1.919,s
31.00,100,166,-10,1.940,s
32.00,100,167,-9,1.958,s
33.00,100,169,-11,1.913,s
34.00,100,172,-13,1.866,s
35.00,100,178,-12,1.896,s
36.00,100,185,-9,1.902,s
37.00,100,187,-7,1.947,s
38.00,100,187,-4,1.960,s
39.00,100,187,-2,2.007,s
40.00,100,185,0,2.010,s
41.00,100,178,0,2.006,s
42.00,100,177,0,1.998,s
43.00,100,175,-1,1.951,s
44.00,100,175,-1,1.922,s
45.00,100,170,0,1.907,s
46.00,100,172,1,1.892,s
47.00,100,171,4,1.888,s
48.00,100,170,5,1.902,s
49.00,100,173,2,1.894,s
50.00,100,174,-1,1.934,s
51.00,100,174,-2,1.981,s
52.00,100,169,-4,2.011,s
53.00,100,162,-4,2.058,s
54.00,100,161,-4,2.074,s
55.00,100,156,-4,2.071,s
56.00,100,154,-3,2.102,s
57.00,100,154,-2,2.082,s
58.00,100,155,-4,2.113,s
59.00,100,148,-7,2.101,s
60.00,100,144,-9,2.061,s
61.00,100,143,-7,2.101,s
62.00,100,142,-7,2.129,s
63.00,100,140,-4,2.176,s
64.00,100,138,-3,2.217,s
65.00,100,136,-2,2.256,s
66.00,100,134,-2,2.266,s
67.00,100,135,1,2.313,s
68.00,100,134,3,2.353,s
69.00,100,135,2,2.370,s
70.00,100,130,0,2.385,s
71.00,100,128,-2,2.432,s
72.00,100,125,1,2.479,s
73.00,100,128,-2,2.509,s
74.00,100,130,-3,2.516,s
75.00,100,134,-2,2.543,s
76.00,100,141,-1,2.577,s
77.00,100,146,-4,2.530,s
78.00,100,142,-3,2.563,s
79.00,100,141,-4,2.591,s
80.00,100,137,-5,2.600,s
81.00,100,130,-4,2.647,s
82.00,100,136,-2,2.655,s
83.00,100,136,-2,2.656,s
84.00,100,129,1,2.609,s
85.00,100,123,0,2.623,s
86.00,100,119,0,2.634,s
87.00,100,116,1,2.681,s
88.00,100,110,-1,2.713,s
89.00,100,105,-2,2.744,s
90.00,100,111,-1,2.718,s
91.00,100,112,-1,2.707,s
92.00,100,111,2,2.723,s
93.00,100,112,4,2.676,s
94.00,100,110,6,2.651,s
95.00,100,116,4,2.654,s
96.00,100,111,5,2.613,s
97.00,100,108,6,2.566,s
98.00,100,113,7,2.551,s
99.00,100,118,8,2.504,s
100.00,100,123,5,2.486,s
