#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,91,6,2.596,s
01.00,100,92,7,2.631,s
02.00,100,94,7,2.620,s
03.00,100,92,7,2.587,s
04.00,100,94,8,2.666,s
05.00,100,96,3,2.713,s
06.00,100,100,-2,2.727,s
07.00,100,101,-7,2.773,s
08.00,100,100,-11,2.702,s
09.00,100,97,-15,2.657,s
10.00,100,96,-20,2.605,s
11.00,100,106,-25,2.648,s
12.00,100,111,-27,2.727,s
13.00,100,112,-28,2.806,s
14.00,100,113,-25,2.885,s
15.00,100,118,-23,2.951,s
16.00,100,124,-23,3.000,s
17.00,100,127,-23,3.000,s
18.00,100,131,-23,3.000,s
19.00,100,133,-24,3.000,s
20.00,100,143,-24,3.000,s
21.00,100,155,-22,3.000,s
22.00,100,163,-19,3.000,s
23.00,100,168,-18,3.000,s
24.00,100,172,-16,3.000,s
25.00,100,172,-15,2.921,s
26.00,100,175,-14,2.898,s
27.00,100,178,-13,2.862,s
28.00,100,180,-13,2.783,s
29.00,100,180,-11,2.710,s
30.00,100,182,-8,2.647,s
31.00,100,181,-6,2.606,s
32.00,100,190,-1,2.563,s
33.00,100,197,-1,2.498,s
34.00,100,201,-1,2.449,s
35.00,100,203,0,2.414,s
36.00,100,194,-1,2.397,s
37.00,100,185,-2,2.346,s
38.00,100,176,-2,2.310,s
39.00,100,165,-3,2.277,s
40.00,100,160,-8,2.303,s
41.00,100,153,-12,2.336,s
42.00,100,146,-14,2.335,s
43.00,100,137,-16,2.312,s
44.00,100,133,-17,2.297,s
45.00,100,127,-17,2.304,s
46.00,100,118,-18,2.295,s
47.00,100,113,-18,2.309,s
48.00,100,109,-16,2.344,s
49.00,100,103,-16,2.408,s
50.00,100,99,-14,2.413,s
51.00,100,109,-16,2.384,s
52.00,100,116,-21,2.339,s
53.00,100,118,-23,2.278,s
54.00,100,124,-26,2.233,s
55.00,100,119,-26,2.167,s
56.00,100,114,-27,2.132,s
57.00,100,112,-27,2.066,s
58.00,100,111,-28,2.010,s
59.00,100,114,-29,1.931,s
60.00,100,115,-30,1.852,s
61.00,100,117,-32,1.774,s
62.00,100,119,-32,1.723,s
63.00,100,121,-33,1.695,s
64.00,100,121,-33,1.651,s
65.00,100,117,-28,1.641,s
66.00,100,123,-24,1.594,s
67.00,100,127,-21,1.623,s
68.00,100,128,-21,1.685,s
69.00,100,131,-20,1.702,s
70.00,100,134,-19,1.726,s
71.00,100,135,-19,1.739,s
72.00,100,136,-20,1.743,s
73.00,100,135,-19,1.822,s
74.00,100,137,-17,1.863,s
75.00,100,141,-17,1.931,s
76.00,100,153,-17,1.993,s
77.00,100,164,-17,2.022,s
78.00,100,168,-18,2.075,s
79.00,100,170,-17,2.114,s
80.00,100,171,-18,2.165,s
81.00,100,174,-17,2.183,s
82.00,100,176,-17,2.233,s
83.00,100,178,-17,2.300,s
84.00,100,182,-12,2.356,s
85.00,100,187,-8,2.410,s
86.00,100,193,-7,2.461,s
87.00,100,201,-6,2.534,s
88.00,100,209,-5,2.600,s
89.00,100,213,-5,2.616,s
90.00,100,218,-5,2.594,s
91.00,100,219,-5,2.598,s
92.00,100,221,-2,2.560,s
93.00,100,222,1,2.540,s
94.00,100,223,4,2.461,s
95.00,100,225,8,2.400,s
96.00,100,227,11,2.321,s
97.00,100,226,14,2.335,s
98.00,100,229,18,2.363,s
99.00,100,236,20,2.423,s
100.00,100,241,22,2.496,s
