#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,134,-8,2.888,s
01.00,100,139,-8,2.903,s
02.00,100,142,-10,2.910,s
03.00,100,142,-11,2.902,s
04.00,100,142,-11,2.912,s
05.00,100,141,-9,2.917,s
06.00,100,143,-8,2.927,s
07.00,100,146,-8,2.895,s
08.00,100,147,-11,2.831,s
09.00,100,145,-14,2.787,s
10.00,100,144,-17,2.761,s
11.00,100,143,-18,2.766,s
12.00,100,144,-20,2.756,s
13.00,100,144,-21,2.714,s
14.00,100,140,-22,2.635,s
15.00,100,140,-18,2.556,s
16.00,100,138,-16,2.477,s
17.00,100,137,-14,2.416,s
18.00,100,149,-16,2.392,s
19.00,100,157,-18,2.410,s
20.00,100,169,-21,2.450,s
21.00,100,181,-21,2.454,s
22.00,100,193,-21,2.445,s
23.00,100,203,-19,2.438,s
24.00,100,215,-18,2.467,s
25.00,100,209,-16,2.520,s
26.00,100,207,-14,2.551,s
27.00,100,209,-14,2.545,s
28.00,100,210,-13,2.505,s
29.00,100,213,-11,2.492,s
30.00,100,218,-10,2.451,s
31.00,100,224,-10,2.388,s
32.00,100,229,-9,2.363,s
33.00,100,232,-7,2.413,s
34.00,100,238,-6,2.448,s
35.00,100,239,-4,2.510,s
36.00,100,239,-3,2.539,s
37.00,100,242,-1,2.556,s
38.00,100,244,0,2.579,s
39.00,100,233,-1,2.592,s
40.00,100,223,0,2.568,s
41.00,100,211,0,2.571,s
42.00,100,201,1,2.536,s
43.00,100,189,1,2.471,s
44.00,100,177,2,2.456,s
45.00,100,172,3,2.449,s
46.00,100,171,4,2.452,s
47.00,100,168,5,2.476,s
48.00,100,158,6,2.492,s
49.00,100,154,3,2.510,s
50.00,100,142,-1,2.544,s
51.00,100,130,-3,2.517,s
52.00,100,135,-5,2.506,s
53.00,100,137,-7,2.501,s
54.00,100,138,-8,2.504,s
55.00,100,140,-8,2.499,s
56.00,100,141,-8,2.578,s
57.00,100,140,-8,2.634,s
58.00,100,141,-9,2.698,s
59.00,100,140,-9,2.722,s
60.00,100,144,-8,2.709,s
61.00,100,145,-5,2.667,s
62.00,100,148,-7,2.640,s
63.00,100,154,-10,2.597,s
64.00,100,166,-13,2.559,s
65.00,100,175,-15,2.508,s
66.00,100,181,-15,2.465,s
67.00,100,179,-15,2.400,s
68.00,100,181,-16,2.333,s
69.00,100,185,-18,2.254,s
70.00,100,184,-20,2.212,s
71.00,100,196,-22,2.133,s
72.00,100,201,-24,2.077,s
73.00,100,205,-26,2.030,s
74.00,100,202,-28,1.951,s
75.00,100,197,-31,1.872,s
76.00,100,193,-32,1.833,s
77.00,100,191,-32,1.830,s
78.00,100,190,-33,1.756,s
79.00,100,194,-35,1.708,s
80.00,100,198,-36,1.653,s
81.00,100,200,-37,1.605,s
82.00,100,205,-40,1.586,s
83.00,100,210,-43,1.583,s
84.00,100,214,-44,1.579,s
85.00,100,219,-45,1.560,s
86.00,100,219,-45,1.509,s
87.00,100,215,-45,1.469,s
88.00,100,212,-45,1.547,s
89.00,100,208,-45,1.626,s
90.00,100,204,-45,1.659,s
91.00,100,205,-45,1.721,s
92.00,100,206,-45,1.748,s
93.00,100,209,-45,1.771,s
94.00,100,209,-45,1.736,s
95.00,100,221,-45,1.670,s
96.00,100,220,-45,1.591,s
97.00,100,221,-45,1.532,s
98.00,100,224,-45,1.519,s
99.00,100,228,-45,1.530,s
100.00,100,223,-45,1.543,s
