#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,90,0,1,s
02.00,100,90,0,1,s
05.00,100,99,10,1,s
10.00,100,108,20,1,s
15.00,100,117,30,1,s
20.00,100,126,40,1,s
25.00,100,135,50,1,s
30.00,100,144,50,1,s
35.00,100,153,50,1,s
40.00,100,162,50,1,s
45.00,100,171,50,1,s
50.00,100,180,50,1,s
55.00,100,189,50,1,s
60.00,100,198,40,1,s
65.00,100,207,30,1,s
70.00,100,216,20,1,s
75.00,100,225,10,1,s
80.00,100,234,0,1,s
85.00,100,243,0,1,s
90.00,100,252,0,1,s
95.00,100,261,0,1,s
100.00,100,270,0,1,s
