#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,134,-1,1.066,s
01.00,100,127,-1,1.059,s
02.00,100,119,0,1.045,s
03.00,100,118,1,1.052,s
04.00,100,118,1,1.080,s
05.00,100,121,1,1.114,s
06.00,100,127,1,1.112,s
07.00,100,127,3,1.134,s
08.00,100,128,5,1.178,s
09.00,100,123,6,1.225,s
10.00,100,121,5,1.236,s
11.00,100,119,7,1.231,s
12.00,100,121,8,1.205,s
13.00,100,123,8,1.163,s
14.00,100,116,5,1.124,s
15.00,100,120,7,1.077,s
16.00,100,121,8,1.078,s
17.00,100,119,9,1.031,s
18.00,100,116,12,1.018,s
19.00,100,115,15,1.002,s
20.00,100,116,18,1.011,s
21.00,100,123,18,1.000,s
22.00,100,127,21,1.047,s
23.00,100,120,24,1.045,s
24.00,100,118,23,1.053,s
25.00,100,114,24,1.100,s
26.00,100,115,24,1.147,s
27.00,100,117,26,1.153,s
28.00,100,124,27,1.147,s
29.00,100,118,24,1.125,s
30.00,100,118,25,1.103,s
31.00,100,119,24,1.121,s
32.00,100,120,24,1.134,s
33.00,100,115,24,1.140,s
34.00,100,112,23,1.159,s
35.00,100,119,22,1.188,s
36.00,100,122,23,1.186,s
37.00,100,123,23,1.201,s
38.00,100,121,23,1.194,s
39.00,100,128,23,1.183,s
40.00,100,129,25,1.158,s
41.00,100,130,27,1.111,s
42.00,100,129,25,1.080,s
43.00,100,124,24,1.033,s
44.00,100,118,24,1.000,s
45.00,100,117,25,1.033,s
46.00,100,116,26,1.040,s
47.00,100,117,26,1.026,s
48.00,100,120,29,1.017,s
49.00,100,120,32,1.034,s
50.00,100,116,33,1.025,s
51.00,100,109,36,1.000,s
52.00,100,106,38,1.002,s
53.00,100,99,40,1.000,s
54.00,100,96,40,1.018,s
55.00,100,96,40,1.000,s
56.00,100,89,39,1.000,s
57.00,100,86,40,1.000,s
58.00,100,85,40,1.000,s
59.00,100,85,40,1.000,s
60.00,100,81,39,1.000,s
61.00,100,79,39,1.038,s
62.00,100,77,40,1.054,s
63.00,100,70,40,1.101,s
64.00,100,63,37,1.131,s
65.00,100,65,36,1.174,s
66.00,100,67,35,1.221,s
67.00,100,74,35,1.248,s
68.00,100,76,35,1.256,s
69.00,100,76,32,1.273,s
70.00,100,79,30,1.287,s
71.00,100,72,27,1.276,s
72.00,100,65,25,1.252,s
73.00,100,58,25,1.205,s
74.00,100,58,25,1.185,s
75.00,100,51,25,1.158,s
76.00,100,44,25,1.164,s
77.00,100,40,27,1.180,s
78.00,100,40,27,1.188,s
79.00,100,40,28,1.179,s
80.00,100,38,27,1.153,s
81.00,100,34,28,1.106,s
82.00,100,27,29,1.103,s
83.00,100,32,27,1.056,s
84.00,100,35,25,1.009,s
85.00,100,35,23,1.034,s
86.00,100,34,23,1.051,s
87.00,100,30,25,1.070,s
88.00,100,29,28,1.067,s
89.00,100,34,30,1.114,s
90.00,100,36,31,1.119,s
91.00,100,36,32,1.108,s
92.00,100,34,31,1.100,s
93.00,100,27,34,1.105,s
94.00,100,23,36,1.134,s
95.00,100,25,33,1.134,s
96.00,100,29,30,1.087,s
97.00,100,29,29,1.049,s
98.00,100,28,30,1.002,s
99.00,100,28,31,1.038,s
100.00,100,30,31,1.066,s
