#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
0,100,153.435,0.000,2.236,s
5,100,150.945,0.000,2.059,s
10,100,147.995,0.000,1.887,s
15,100,144.462,0.000,1.720,s
20,100,140.194,0.000,1.562,s
25,100,135.000,0.000,1.414,s
30,100,128.660,0.000,1.281,s
35,100,120.964,0.000,1.166,s
40,100,111.801,0.000,1.077,s
45,100,101.310,0.000,1.020,s
50,100,90.000,0.000,1.000,s
55,100,78.690,0.000,1.020,s
60,100,68.199,0.000,1.077,s
65,100,59.036,0.000,1.166,s
70,100,51.340,0.000,1.281,s
75,100,45.000,0.000,1.414,s
80,100,39.806,0.000,1.562,s
85,100,35.538,0.000,1.720,s
90,100,32.005,0.000,1.887,s
95,100,29.055,0.000,2.059,s
100,100,26.565,0.000,2.236,s
