#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
0,100,90.000,0.000,1.000,s
1,100,90.000,1.800,1.000,s
2,100,90.000,3.600,1.000,s
3,100,90.000,5.400,1.000,s
4,100,90.000,7.200,1.000,s
5,100,90.000,9.000,1.000,s
6,100,90.000,10.800,1.000,s
7,100,90.000,12.600,1.000,s
8,100,90.000,14.400,1.000,s
9,100,90.000,16.200,1.000,s
10,100,90.000,18.000,1.000,s
11,100,90.000,19.800,1.000,s
12,100,90.000,21.600,1.000,s
13,100,90.000,23.400,1.000,s
14,100,90.000,25.200,1.000,s
15,100,90.000,27.000,1.000,s
16,100,90.000,28.800,1.000,s
17,100,90.000,30.600,1.000,s
18,100,90.000,32.400,1.000,s
19,100,90.000,34.200,1.000,s
20,100,90.000,36.000,1.000,s
21,100,90.000,37.800,1.000,s
22,100,90.000,39.600,1.000,s
23,100,90.000,41.400,1.000,s
24,100,90.000,43.200,1.000,s
25,100,90.000,45.000,1.000,s
26,100,90.000,46.800,1.000,s
27,100,90.000,48.600,1.000,s
28,100,90.000,50.400,1.000,s
29,100,90.000,52.200,1.000,s
30,100,90.000,54.000,1.000,s
31,100,90.000,55.800,1.000,s
32,100,90.000,57.600,1.000,s
33,100,90.000,59.400,1.000,s
34,100,90.000,61.200,1.000,s
35,100,90.000,63.000,1.000,s
36,100,90.000,64.800,1.000,s
37,100,90.000,66.600,1.000,s
38,100,90.000,68.400,1.000,s
39,100,90.000,70.200,1.000,s
40,100,90.000,72.000,1.000,s
41,100,90.000,73.800,1.000,s
42,100,90.000,75.600,1.000,s
43,100,90.000,77.400,1.000,s
44,100,90.000,79.200,1.000,s
45,100,90.000,81.000,1.000,s
46,100,90.000,82.800,1.000,s
47,100,90.000,84.600,1.000,s
48,100,90.000,86.400,1.000,s
49,100,90.000,88.200,1.000,s
50,100,90.000,90.000,1.000,s
51,100,270.000,88.200,1.000,s
52,100,270.000,86.400,1.000,s
53,100,270.000,84.600,1.000,s
54,100,270.000,82.800,1.000,s
55,100,270.000,81.000,1.000,s
56,100,270.000,79.200,1.000,s
57,100,270.000,77.400,1.000,s
58,100,270.000,75.600,1.000,s
59,100,270.000,73.800,1.000,s
60,100,270.000,72.000,1.000,s
61,100,270.000,70.200,1.000,s
62,100,270.000,68.400,1.000,s
63,100,270.000,66.600,1.000,s
64,100,270.000,64.800,1.000,s
65,100,270.000,63.000,1.000,s
66,100,270.000,61.200,1.000,s
67,100,270.000,59.400,1.000,s
68,100,270.000,57.600,1.000,s
69,100,270.000,55.800,1.000,s
70,100,270.000,54.000,1.000,s
71,100,270.000,52.200,1.000,s
72,100,270.000,50.400,1.000,s
73,100,270.000,48.600,1.000,s
74,100,270.000,46.800,1.000,s
75,100,270.000,45.000,1.000,s
76,100,270.000,43.200,1.000,s
77,100,270.000,41.400,1.000,s
78,100,270.000,39.600,1.000,s
79,100,270.000,37.800,1.000,s
80,100,270.000,36.000,1.000,s
81,100,270.000,34.200,1.000,s
82,100,270.000,32.400,1.000,s
83,100,270.000,30.600,1.000,s
84,100,270.000,28.800,1.000,s
85,100,270.000,27.000,1.000,s
86,100,270.000,25.200,1.000,s
87,100,270.000,23.400,1.000,s
88,100,270.000,21.600,1.000,s
89,100,270.000,19.800,1.000,s
90,100,270.000,18.000,1.000,s
91,100,270.000,16.200,1.000,s
92,100,270.000,14.400,1.000,s
93,100,270.000,12.600,1.000,s
94,100,270.000,10.800,1.000,s
95,100,270.000,9.000,1.000,s
96,100,270.000,7.200,1.000,s
97,100,270.000,5.400,1.000,s
98,100,270.000,3.600,1.000,s
99,100,270.000,1.800,1.000,s
100,100,270.000,0.000,1.000,s
