#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,127,-16,2.179,s
01.00,100,125,-20,2.100,s
02.00,100,119,-25,2.060,s
03.00,100,118,-29,2.061,s
04.00,100,117,-33,2.061,s
05.00,100,114,-36,2.085,s
06.00,100,108,-39,2.134,s
07.00,100,102,-44,2.158,s
08.00,100,95,-45,2.237,s
09.00,100,91,-45,2.282,s
10.00,100,86,-45,2.301,s
11.00,100,85,-45,2.348,s
12.00,100,88,-45,2.393,s
13.00,100,91,-45,2.462,s
14.00,100,91,-45,2.525,s
15.00,100,94,-45,2.556,s
16.00,100,104,-45,2.557,s
17.00,100,113,-45,2.543,s
18.00,100,121,-45,2.499,s
19.00,100,122,-45,2.435,s
20.00,100,119,-45,2.356,s
21.00,100,121,-45,2.277,s
22.00,100,126,-40,2.198,s
23.00,100,138,-36,2.143,s
24.00,100,132,-33,2.131,s
25.00,100,129,-30,2.106,s
26.00,100,130,-34,2.067,s
27.00,100,129,-37,2.047,s
28.00,100,132,-39,2.063,s
29.00,100,135,-42,2.089,s
30.00,100,133,-44,2.133,s
31.00,100,134,-45,2.141,s
32.00,100,133,-45,2.220,s
33.00,100,145,-45,2.279,s
34.00,100,157,-45,2.325,s
35.00,100,166,-45,2.265,s
36.00,100,173,-45,2.255,s
37.00,100,181,-45,2.224,s
38.00,100,190,-45,2.227,s
39.00,100,196,-45,2.148,s
40.00,100,198,-45,2.102,s
41.00,100,191,-45,2.087,s
42.00,100,187,-45,2.073,s
43.00,100,175,-45,2.103,s
44.00,100,163,-44,2.088,s
45.00,100,153,-43,2.065,s
46.00,100,143,-42,2.073,s
47.00,100,133,-41,2.152,s
48.00,100,126,-41,2.184,s
49.00,100,119,-40,2.201,s
50.00,100,107,-39,2.202,s
51.00,100,97,-39,2.193,s
52.00,100,87,-40,2.211,s
53.00,100,76,-41,2.198,s
54.00,100,69,-41,2.238,s
55.00,100,69,-40,2.267,s
56.00,100,57,-36,2.276,s
57.00,100,48,-32,2.267,s
58.00,100,40,-28,2.258,s
59.00,100,28,-30,2.271,s
60.00,100,21,-34,2.293,s
61.00,100,25,-31,2.276,s
62.00,100,27,-27,2.290,s
63.00,100,30,-25,2.252,s
64.00,100,32,-25,2.196,s
65.00,100,35,-24,2.146,s
66.00,100,28,-27,2.194,s
67.00,100,22,-24,2.119,s
68.00,100,19,-22,2.076,s
69.00,100,18,-20,2.062,s
70.00,100,19,-19,2.064,s
71.00,100,16,-17,2.086,s
72.00,100,13,-14,2.094,s
73.00,100,6,-12,2.129,s
74.00,100,-6,-7,2.204,s
75.00,100,-3,-5,2.256,s
76.00,100,-2,0,2.265,s
77.00,100,-3,2,2.234,s
78.00,100,9,3,2.245,s
79.00,100,14,-1,2.283,s
80.00,100,21,-5,2.311,s
81.00,100,28,-7,2.334,s
82.00,100,33,-10,2.370,s
83.00,100,25,-12,2.449,s
84.00,100,21,-13,2.482,s
85.00,100,14,-15,2.503,s
86.00,100,9,-16,2.489,s
87.00,100,2,-15,2.466,s
88.00,100,-6,-18,2.387,s
89.00,100,-15,-19,2.313,s
90.00,100,-22,-20,2.264,s
91.00,100,-29,-19,2.238,s
92.00,100,-31,-20,2.239,s
93.00,100,-36,-19,2.277,s
94.00,100,-37,-21,2.297,s
95.00,100,-32,-26,2.339,s
96.00,100,-27,-28,2.383,s
97.00,100,-22,-31,2.442,s
98.00,100,-20,-35,2.407,s
99.00,100,-22,-38,2.374,s
100.00,100,-26,-43,2.324,s
