#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,147,8,2.701,s
01.00,100,145,-3,2.699,s
02.00,100,143,-13,2.701,s
03.00,100,142,-21,2.693,s
04.00,100,141,-27,2.680,s
05.00,100,141,-32,2.660,s
06.00,100,142,-34,2.652,s
07.00,100,144,-34,2.629,s
08.00,100,148,-33,2.606,s
09.00,100,153,-29,2.590,s
10.00,100,159,-24,2.569,s
11.00,100,167,-19,2.566,s
12.00,100,176,-12,2.568,s
13.00,100,186,-6,2.565,s
14.00,100,196,1,2.574,s
15.00,100,206,6,2.570,s
16.00,100,216,11,2.583,s
17.00,100,225,15,2.579,s
18.00,100,233,17,2.585,s
19.00,100,239,17,2.593,s
20.00,100,243,16,2.587,s
21.00,100,245,14,2.582,s
22.00,100,245,10,2.583,s
23.00,100,243,5,2.576,s
24.00,100,238,-1,2.571,s
25.00,100,231,-7,2.566,s
26.00,100,223,-13,2.564,s
27.00,100,213,-19,2.548,s
28.00,100,202,-25,2.550,s
29.00,100,191,-29,2.557,s
30.00,100,180,-33,2.578,s
31.00,100,169,-35,2.608,s
32.00,100,158,-36,2.638,s
33.00,100,149,-35,2.648,s
34.00,100,142,-33,2.641,s
35.00,100,136,-29,2.620,s
36.00,100,131,-24,2.588,s
37.00,100,129,-19,2.570,s
38.00,100,128,-13,2.543,s
39.00,100,128,-6,2.536,s
40.00,100,129,0,2.542,s
41.00,100,132,6,2.562,s
42.00,100,135,11,2.579,s
43.00,100,138,16,2.606,s
44.00,100,141,19,2.643,s
45.00,100,143,21,2.676,s
46.00,100,145,21,2.709,s
47.00,100,146,20,2.750,s
48.00,100,147,18,2.792,s
49.00,100,146,15,2.827,s
50.00,100,145,11,2.845,s
51.00,100,143,7,2.872,s
52.00,100,141,2,2.908,s
53.00,100,139,-3,2.929,s
54.00,100,137,-7,2.938,s
55.00,100,136,-10,2.939,s
56.00,100,135,-13,2.954,s
57.00,100,136,-14,2.963,s
58.00,100,138,-14,2.989,s
59.00,100,141,-13,3.000,s
60.00,100,146,-11,3.000,s
61.00,100,153,-7,3.000,s
62.00,100,161,-3,3.000,s
63.00,100,170,2,3.000,s
64.00,100,180,8,2.987,s
65.00,100,191,14,2.972,s
66.00,100,202,19,2.956,s
67.00,100,212,24,2.931,s
68.00,100,222,28,2.893,s
69.00,100,230,31,2.861,s
70.00,100,237,32,2.829,s
71.00,100,242,32,2.801,s
72.00,100,245,30,2.779,s
73.00,100,246,26,2.770,s
74.00,100,244,21,2.773,s
75.00,100,240,15,2.765,s
76.00,100,234,8,2.751,s
77.00,100,227,-1,2.733,s
78.00,100,217,-9,2.701,s
79.00,100,207,-18,2.668,s
80.00,100,196,-26,2.653,s
81.00,100,185,-33,2.632,s
82.00,100,175,-40,2.613,s
83.00,100,165,-45,2.586,s
84.00,100,156,-45,2.548,s
85.00,100,148,-45,2.511,s
86.00,100,142,-45,2.493,s
87.00,100,138,-45,2.474,s
88.00,100,135,-42,2.472,s
89.00,100,133,-36,2.481,s
90.00,100,133,-29,2.500,s
91.00,100,134,-22,2.513,s
92.00,100,136,-13,2.531,s
93.00,100,138,-5,2.550,s
94.00,100,141,3,2.550,s
95.00,100,143,10,2.535,s
96.00,100,145,16,2.518,s
97.00,100,146,21,2.505,s
98.00,100,147,24,2.499,s
99.00,100,146,25,2.501,s
100.00,100,145,25,2.504,s
