#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
0,100,-135.000,0.000,2.828,s
5,100,-136.548,0.000,2.617,s
10,100,-138.366,0.000,2.408,s
15,100,-140.528,0.000,2.202,s
20,100,-143.130,0.000,2.000,s
25,100,-146.310,0.000,1.803,s
30,100,-150.255,0.000,1.612,s
35,100,-155.225,0.000,1.432,s
40,100,-161.565,0.000,1.265,s
45,100,-169.695,0.000,1.118,s
50,100,180.000,0.000,1.000,s
55,100,169.695,0.000,1.118,s
60,100,161.565,0.000,1.265,s
65,100,155.225,0.000,1.432,s
70,100,150.255,0.000,1.612,s
75,100,146.310,0.000,1.803,s
80,100,143.130,0.000,2.000,s
85,100,140.528,0.000,2.202,s
90,100,138.366,0.000,2.408,s
95,100,136.548,0.000,2.617,s
100,100,135.000,0.000,2.828,s
