#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
0,100,90.000,0.000,5.000,s
5,100,90.000,0.895,4.801,s
10,100,90.000,1.868,4.602,s
15,100,90.000,2.927,4.406,s
20,100,90.000,4.086,4.211,s
25,100,90.000,5.356,4.018,s
30,100,90.000,6.754,3.827,s
35,100,90.000,8.297,3.638,s
40,100,90.000,10.008,3.453,s
45,100,90.000,11.911,3.270,s
50,100,90.000,14.036,3.092,s
55,100,90.000,16.417,2.919,s
60,100,90.000,19.093,2.751,s
65,100,90.000,22.109,2.590,s
70,100,90.000,25.514,2.438,s
75,100,90.000,29.358,2.295,s
80,100,90.000,33.690,2.163,s
85,100,90.000,38.550,2.046,s
90,100,90.000,43.958,1.945,s
95,100,90.000,49.899,1.863,s
100,100,90.000,56.310,1.803,s
