#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,90,12,1.032,s
01.00,100,88,12,1.000,s
02.00,100,88,11,1.054,s
03.00,100,88,9,1.117,s
04.00,100,88,8,1.178,s
05.00,100,89,5,1.235,s
06.00,100,91,1,1.289,s
07.00,100,92,-2,1.340,s
08.00,100,94,-3,1.384,s
09.00,100,97,-4,1.417,s
10.00,100,99,-5,1.480,s
11.00,100,101,-7,1.493,s
12.00,100,104,-9,1.524,s
13.00,100,106,-11,1.541,s
14.00,100,109,-13,1.525,s
15.00,100,112,-15,1.593,s
16.00,100,115,-14,1.659,s
17.00,100,117,-10,1.738,s
18.00,100,120,-5,1.792,s
19.00,100,123,-7,1.849,s
20.00,100,126,-8,1.911,s
21.00,100,129,-8,1.934,s
22.00,100,132,-11,1.930,s
23.00,100,135,-14,1.854,s
24.00,100,138,-17,1.792,s
25.00,100,140,-20,1.761,s
26.00,100,143,-20,1.756,s
27.00,100,146,-20,1.731,s
28.00,100,149,-19,1.674,s
29.00,100,152,-17,1.651,s
30.00,100,155,-14,1.612,s
31.00,100,158,-11,1.543,s
32.00,100,161,-10,1.464,s
33.00,100,164,-11,1.398,s
34.00,100,167,-10,1.319,s
35.00,100,170,-9,1.250,s
36.00,100,173,-8,1.171,s
37.00,100,176,-11,1.092,s
38.00,100,178,-12,1.014,s
39.00,100,181,-12,1.000,s
40.00,100,184,-12,1.000,s
41.00,100,187,-12,1.000,s
42.00,100,190,-9,1.000,s
43.00,100,193,-5,1.000,s
44.00,100,196,-3,1.014,s
45.00,100,199,-1,1.042,s
46.00,100,202,-1,1.097,s
47.00,100,205,2,1.031,s
48.00,100,208,3,1.001,s
49.00,100,211,6,1.000,s
50.00,100,214,7,1.000,s
51.00,100,217,8,1.012,s
52.00,100,219,8,1.009,s
53.00,100,222,7,1.018,s
54.00,100,225,7,1.034,s
55.00,100,228,6,1.050,s
56.00,100,231,11,1.056,s
57.00,100,234,14,1.082,s
58.00,100,237,15,1.101,s
59.00,100,240,17,1.082,s
60.00,100,243,17,1.060,s
61.00,100,246,17,1.078,s
62.00,100,249,16,1.101,s
63.00,100,252,16,1.142,s
64.00,100,255,15,1.221,s
65.00,100,258,14,1.300,s
66.00,100,260,11,1.378,s
67.00,100,263,10,1.419,s
68.00,100,266,11,1.466,s
69.00,100,269,12,1.473,s
70.00,100,272,13,1.501,s
71.00,100,275,15,1.512,s
72.00,100,278,16,1.532,s
73.00,100,281,21,1.524,s
74.00,100,284,25,1.506,s
75.00,100,287,27,1.494,s
76.00,100,290,27,1.473,s
77.00,100,293,29,1.477,s
78.00,100,296,29,1.398,s
79.00,100,299,31,1.323,s
80.00,100,301,31,1.273,s
81.00,100,304,32,1.336,s
82.00,100,307,29,1.357,s
83.00,100,310,24,1.370,s
84.00,100,313,22,1.402,s
85.00,100,316,18,1.405,s
86.00,100,319,15,1.421,s
87.00,100,322,15,1.407,s
88.00,100,325,18,1.428,s
89.00,100,328,23,1.463,s
90.00,100,331,26,1.476,s
91.00,100,334,28,1.519,s
92.00,100,337,30,1.562,s
93.00,100,340,34,1.626,s
94.00,100,342,39,1.697,s
95.00,100,345,43,1.741,s
96.00,100,348,45,1.739,s
97.00,100,351,45,1.764,s
98.00,100,354,45,1.822,s
99.00,100,357,45,1.848,s
100.00,100,360,45,1.877,s
