#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,0,-4,2.217,s
01.00,100,1,-5,2.254,s
02.00,100,2,-6,2.268,s
03.00,100,4,-11,2.250,s
04.00,100,5,-15,2.242,s
05.00,100,6,-13,2.213,s
06.00,100,8,-12,2.161,s
07.00,100,10,-9,2.082,s
08.00,100,11,-5,2.007,s
09.00,100,13,-2,1.928,s
10.00,100,15,-2,1.890,s
11.00,100,16,0,1.840,s
12.00,100,18,1,1.822,s
13.00,100,20,-1,1.765,s
14.00,100,22,-4,1.753,s
15.00,100,24,-5,1.746,s
16.00,100,25,-9,1.750,s
17.00,100,27,-12,1.807,s
18.00,100,29,-13,1.862,s
19.00,100,31,-17,1.819,s
20.00,100,33,-22,1.872,s
21.00,100,35,-24,1.936,s
22.00,100,36,-27,1.993,s
23.00,100,38,-29,2.060,s
24.00,100,40,-31,2.136,s
25.00,100,42,-34,2.163,s
26.00,100,44,-34,2.197,s
27.00,100,46,-36,2.202,s
28.00,100,47,-39,2.181,s
29.00,100,49,-39,2.239,s
30.00,100,51,-40,2.246,s
31.00,100,53,-40,2.244,s
32.00,100,55,-42,2.226,s
33.00,100,57,-43,2.212,s
34.00,100,58,-45,2.222,s
35.00,100,60,-45,2.252,s
36.00,100,62,-45,2.256,s
37.00,100,64,-45,2.234,s
38.00,100,66,-45,2.206,s
39.00,100,68,-45,2.222,s
40.00,100,70,-45,2.146,s
41.00,100,71,-45,2.098,s
42.00,100,73,-45,2.033,s
43.00,100,75,-45,2.011,s
44.00,100,77,-45,1.972,s
45.00,100,79,-45,1.942,s
46.00,100,81,-45,1.944,s
47.00,100,82,-45,1.981,s
48.00,100,84,-45,2.000,s
49.00,100,86,-44,2.053,s
50.00,100,88,-43,2.069,s
51.00,100,90,-38,2.097,s
52.00,100,92,-35,2.134,s
53.00,100,93,-32,2.127,s
54.00,100,95,-30,2.095,s
55.00,100,97,-28,2.062,s
56.00,100,99,-27,2.060,s
57.00,100,101,-26,2.021,s
58.00,100,103,-30,1.964,s
59.00,100,105,-34,1.899,s
60.00,100,106,-38,1.824,s
61.00,100,108,-40,1.771,s
62.00,100,110,-41,1.762,s
63.00,100,112,-40,1.703,s
64.00,100,114,-39,1.674,s
65.00,100,116,-37,1.650,s
66.00,100,117,-35,1.657,s
67.00,100,119,-32,1.697,s
68.00,100,121,-31,1.732,s
69.00,100,123,-31,1.754,s
70.00,100,125,-31,1.754,s
71.00,100,127,-36,1.675,s
72.00,100,128,-40,1.596,s
73.00,100,130,-43,1.550,s
74.00,100,132,-45,1.471,s
75.00,100,134,-45,1.392,s
76.00,100,136,-45,1.353,s
77.00,100,138,-45,1.316,s
78.00,100,139,-45,1.260,s
79.00,100,141,-44,1.188,s
80.00,100,143,-42,1.220,s
81.00,100,145,-40,1.254,s
82.00,100,147,-38,1.203,s
83.00,100,149,-38,1.128,s
84.00,100,151,-38,1.095,s
85.00,100,152,-37,1.071,s
86.00,100,154,-35,1.138,s
87.00,100,156,-32,1.184,s
88.00,100,158,-31,1.211,s
89.00,100,160,-32,1.268,s
90.00,100,162,-37,1.300,s
91.00,100,163,-41,1.309,s
92.00,100,165,-45,1.319,s
93.00,100,167,-45,1.398,s
94.00,100,169,-45,1.477,s
95.00,100,171,-42,1.548,s
96.00,100,173,-38,1.571,s
97.00,100,174,-33,1.598,s
98.00,100,176,-29,1.677,s
99.00,100,178,-26,1.756,s
100.00,100,180,-21,1.728,s
