#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,90,-16,1.419,s
01.00,100,90,-16,1.498,s
02.00,100,90,-16,1.525,s
03.00,100,91,-16,1.568,s
04.00,100,92,-16,1.633,s
05.00,100,94,-16,1.702,s
06.00,100,96,-17,1.773,s
07.00,100,98,-19,1.807,s
08.00,100,100,-21,1.809,s
09.00,100,103,-22,1.775,s
10.00,100,105,-21,1.773,s
11.00,100,108,-19,1.761,s
12.00,100,110,-18,1.840,s
13.00,100,113,-17,1.876,s
14.00,100,115,-18,1.893,s
15.00,100,118,-17,1.920,s
16.00,100,121,-16,1.967,s
17.00,100,124,-14,1.971,s
18.00,100,126,-14,1.937,s
19.00,100,129,-15,1.879,s
20.00,100,132,-14,1.841,s
21.00,100,135,-13,1.832,s
22.00,100,138,-11,1.797,s
23.00,100,141,-12,1.764,s
24.00,100,143,-11,1.727,s
25.00,100,146,-12,1.735,s
26.00,100,149,-14,1.763,s
27.00,100,152,-14,1.842,s
28.00,100,155,-14,1.921,s
29.00,100,158,-15,2.000,s
30.00,100,160,-13,2.048,s
31.00,100,163,-10,2.126,s
32.00,100,166,-9,2.205,s
33.00,100,169,-7,2.275,s
34.00,100,172,-4,2.333,s
35.00,100,175,-4,2.354,s
36.00,100,178,-5,2.348,s
37.00,100,180,-6,2.338,s
38.00,100,183,-5,2.342,s
39.00,100,186,-6,2.333,s
40.00,100,189,-5,2.355,s
41.00,100,192,-5,2.381,s
42.00,100,195,-3,2.434,s
43.00,100,197,-1,2.439,s
44.00,100,200,2,2.430,s
45.00,100,203,6,2.425,s
46.00,100,206,10,2.424,s
47.00,100,209,9,2.345,s
48.00,100,212,7,2.399,s
49.00,100,215,7,2.419,s
50.00,100,217,7,2.444,s
51.00,100,220,3,2.467,s
52.00,100,223,-1,2.497,s
53.00,100,226,-3,2.576,s
54.00,100,229,-4,2.613,s
55.00,100,232,-4,2.679,s
56.00,100,235,-2,2.696,s
57.00,100,237,-2,2.689,s
58.00,100,240,-3,2.705,s
59.00,100,243,-3,2.626,s
60.00,100,246,0,2.547,s
61.00,100,249,1,2.518,s
62.00,100,252,1,2.486,s
63.00,100,255,0,2.452,s
64.00,100,257,-3,2.393,s
65.00,100,260,-5,2.314,s
66.00,100,263,-5,2.235,s
67.00,100,266,-7,2.183,s
68.00,100,269,-10,2.155,s
69.00,100,272,-14,2.161,s
70.00,100,274,-18,2.156,s
71.00,100,277,-22,2.140,s
72.00,100,280,-25,2.089,s
73.00,100,283,-27,2.079,s
74.00,100,286,-28,2.065,s
75.00,100,289,-28,2.093,s
76.00,100,292,-27,2.123,s
77.00,100,294,-25,2.147,s
78.00,100,297,-24,2.172,s
79.00,100,300,-22,2.175,s
80.00,100,303,-20,2.202,s
81.00,100,306,-17,2.188,s
82.00,100,309,-15,2.185,s
83.00,100,312,-12,2.179,s
84.00,100,314,-10,2.201,s
85.00,100,317,-8,2.246,s
86.00,100,320,-6,2.204,s
87.00,100,323,-4,2.194,s
88.00,100,326,-3,2.159,s
89.00,100,329,0,2.226,s
90.00,100,331,2,2.272,s
91.00,100,334,6,2.269,s
92.00,100,337,10,2.250,s
93.00,100,340,14,2.211,s
94.00,100,343,12,2.190,s
95.00,100,346,11,2.183,s
96.00,100,349,10,2.145,s
97.00,100,351,10,2.088,s
98.00,100,354,9,2.042,s
99.00,100,357,7,2.007,s
100.00,100,360,5,1.961,s
