#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,229,-2,1.244,s
01.00,100,232,4,1.258,s
02.00,100,233,11,1.289,s
03.00,100,235,17,1.310,s
04.00,100,237,24,1.315,s
05.00,100,239,30,1.303,s
06.00,100,240,36,1.297,s
07.00,100,241,42,1.281,s
08.00,100,242,45,1.270,s
09.00,100,243,45,1.249,s
10.00,100,244,45,1.236,s
11.00,100,245,45,1.238,s
12.00,100,245,45,1.242,s
13.00,100,245,45,1.228,s
14.00,100,245,45,1.209,s
15.00,100,245,45,1.187,s
16.00,100,245,45,1.151,s
17.00,100,244,45,1.113,s
18.00,100,244,45,1.079,s
19.00,100,243,45,1.043,s
20.00,100,242,40,1.011,s
21.00,100,241,35,1.000,s
22.00,100,240,29,1.000,s
23.00,100,239,24,1.000,s
24.00,100,238,18,1.000,s
25.00,100,236,12,1.000,s
26.00,100,235,7,1.000,s
27.00,100,234,2,1.000,s
28.00,100,233,-2,1.000,s
29.00,100,232,-6,1.000,s
30.00,100,231,-9,1.000,s
31.00,100,230,-12,1.000,s
32.00,100,229,-13,1.000,s
33.00,100,228,-14,1.000,s
34.00,100,227,-14,1.000,s
35.00,100,227,-13,1.000,s
36.00,100,226,-12,1.000,s
37.00,100,226,-10,1.002,s
38.00,100,226,-7,1.000,s
39.00,100,226,-4,1.000,s
40.00,100,226,-1,1.000,s
41.00,100,227,2,1.000,s
42.00,100,227,5,1.000,s
43.00,100,228,8,1.000,s
44.00,100,229,11,1.005,s
45.00,100,230,14,1.026,s
46.00,100,231,16,1.054,s
47.00,100,233,17,1.081,s
48.00,100,234,18,1.097,s
49.00,100,236,18,1.131,s
50.00,100,238,18,1.166,s
51.00,100,239,17,1.196,s
52.00,100,241,15,1.228,s
53.00,100,243,12,1.239,s
54.00,100,245,9,1.256,s
55.00,100,247,5,1.260,s
56.00,100,249,1,1.276,s
57.00,100,250,-3,1.293,s
58.00,100,252,-7,1.327,s
59.00,100,254,-12,1.374,s
60.00,100,255,-16,1.403,s
61.00,100,257,-20,1.443,s
62.00,100,258,-24,1.467,s
63.00,100,259,-27,1.479,s
64.00,100,260,-30,1.507,s
65.00,100,260,-32,1.519,s
66.00,100,261,-33,1.549,s
67.00,100,261,-34,1.590,s
68.00,100,261,-33,1.627,s
69.00,100,261,-32,1.681,s
70.00,100,260,-30,1.730,s
71.00,100,259,-27,1.795,s
72.00,100,258,-23,1.863,s
73.00,100,257,-19,1.913,s
74.00,100,255,-14,1.977,s
75.00,100,254,-8,2.040,s
76.00,100,251,-2,2.086,s
77.00,100,249,4,2.111,s
78.00,100,247,10,2.117,s
79.00,100,244,15,2.123,s
80.00,100,241,21,2.123,s
81.00,100,238,26,2.112,s
82.00,100,235,31,2.097,s
83.00,100,232,35,2.076,s
84.00,100,228,38,2.068,s
85.00,100,225,41,2.078,s
86.00,100,221,43,2.070,s
87.00,100,218,43,2.050,s
88.00,100,215,43,2.034,s
89.00,100,211,42,2.002,s
90.00,100,208,40,1.954,s
91.00,100,205,38,1.913,s
92.00,100,202,35,1.891,s
93.00,100,199,31,1.856,s
94.00,100,196,26,1.817,s
95.00,100,194,22,1.782,s
96.00,100,192,17,1.766,s
97.00,100,190,12,1.764,s
98.00,100,189,7,1.744,s
99.00,100,187,2,1.719,s
100.00,100,187,-2,1.682,s
