#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,270,18,1.390,s
01.00,100,272,18,1.363,s
02.00,100,274,19,1.306,s
03.00,100,276,19,1.242,s
04.00,100,278,19,1.226,s
05.00,100,280,19,1.246,s
06.00,100,282,18,1.265,s
07.00,100,284,19,1.186,s
08.00,100,286,19,1.107,s
09.00,100,288,19,1.051,s
10.00,100,290,22,1.000,s
11.00,100,292,24,1.000,s
12.00,100,293,24,1.000,s
13.00,100,295,22,1.000,s
14.00,100,297,21,1.032,s
15.00,100,299,22,1.032,s
16.00,100,301,22,1.000,s
17.00,100,302,21,1.000,s
18.00,100,304,20,1.000,s
19.00,100,306,17,1.000,s
20.00,100,308,15,1.000,s
21.00,100,309,10,1.000,s
22.00,100,311,5,1.079,s
23.00,100,313,1,1.141,s
24.00,100,315,-2,1.211,s
25.00,100,317,0,1.228,s
26.00,100,318,3,1.202,s
27.00,100,320,4,1.215,s
28.00,100,322,6,1.232,s
29.00,100,324,4,1.213,s
30.00,100,325,2,1.190,s
31.00,100,327,2,1.112,s
32.00,100,329,2,1.050,s
33.00,100,331,1,1.010,s
34.00,100,333,-1,1.000,s
35.00,100,334,-4,1.000,s
36.00,100,336,-8,1.000,s
37.00,100,338,-11,1.000,s
38.00,100,340,-13,1.004,s
39.00,100,342,-15,1.083,s
40.00,100,343,-17,1.126,s
41.00,100,345,-20,1.164,s
42.00,100,347,-23,1.243,s
43.00,100,349,-25,1.316,s
44.00,100,350,-28,1.363,s
45.00,100,352,-31,1.417,s
46.00,100,354,-33,1.478,s
47.00,100,356,-33,1.535,s
48.00,100,358,-32,1.555,s
49.00,100,359,-32,1.579,s
50.00,100,361,-32,1.568,s
51.00,100,363,-31,1.554,s
52.00,100,365,-29,1.536,s
53.00,100,366,-26,1.532,s
54.00,100,368,-27,1.564,s
55.00,100,370,-29,1.603,s
56.00,100,372,-28,1.652,s
57.00,100,374,-28,1.666,s
58.00,100,375,-28,1.675,s
59.00,100,377,-28,1.711,s
60.00,100,379,-28,1.708,s
61.00,100,381,-27,1.724,s
62.00,100,382,-27,1.775,s
63.00,100,384,-29,1.751,s
64.00,100,386,-29,1.736,s
65.00,100,388,-31,1.715,s
66.00,100,390,-32,1.708,s
67.00,100,391,-29,1.691,s
68.00,100,393,-33,1.641,s
69.00,100,395,-37,1.634,s
70.00,100,397,-40,1.640,s
71.00,100,398,-43,1.618,s
72.00,100,400,-45,1.605,s
73.00,100,402,-45,1.549,s
74.00,100,404,-45,1.511,s
75.00,100,406,-45,1.505,s
76.00,100,407,-45,1.490,s
77.00,100,409,-45,1.480,s
78.00,100,411,-45,1.435,s
79.00,100,413,-45,1.379,s
80.00,100,414,-45,1.323,s
81.00,100,416,-45,1.387,s
82.00,100,418,-45,1.419,s
83.00,100,420,-45,1.448,s
84.00,100,422,-45,1.471,s
85.00,100,423,-45,1.550,s
86.00,100,425,-45,1.629,s
87.00,100,427,-45,1.684,s
88.00,100,429,-45,1.745,s
89.00,100,430,-45,1.707,s
90.00,100,432,-45,1.700,s
91.00,100,434,-45,1.695,s
92.00,100,436,-45,1.674,s
93.00,100,438,-45,1.657,s
94.00,100,439,-45,1.612,s
95.00,100,441,-43,1.577,s
96.00,100,443,-43,1.518,s
97.00,100,445,-41,1.457,s
98.00,100,446,-40,1.380,s
99.00,100,448,-41,1.301,s
100.00,100,450,-42,1.245,s
