#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
00.00,100,90,0,1,s
02.00,100,90,0,1,s
05.00,100,81,0,1,s
10.00,100,72,0,1,s
15.00,100,63,0,1,s
20.00,100,54,0,1,s
25.00,100,45,0,1,s
30.00,100,36,0,1,s
35.00,100,27,0,1,s
40.00,100,18,0,1,s
45.00,100,09,0,1,s
50.00,100,00,0,1,s
55.00,100,-09,0,1,s
60.00,100,-18,0,1,s
65.00,100,-27,0,1,s
70.00,100,-36,0,1,s
75.00,100,-45,0,1,s
80.00,100,-54,0,1,s
85.00,100,-63,0,1,s
90.00,100,-72,0,1,s
95.00,100,-81,0,1,s
100.00,100,-90,0,1,s
#eof
